"Numer RSPO";"REGON";"NIP";"Typ";"Nazwa";"Kod terytorialny województwo";"Kod terytorialny powiat";"Kod terytorialny gmina";"Kod terytorialny miejscowość";"Kod terytorialny ulica";"Województwo";"Powiat";"Gmina";"Miejscowość";"Rodzaj miejscowości";"Ulica";"Numer budynku";"Numer lokalu";"Kod pocztowy";"Poczta";"Telefon";"Faks";"E-mail";"Strona www";"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Data założenia";"Data rozpoczęcia działalności";"Data likwidacji";"Typ organu prowadzącego";"Nazwa organu prowadzącego";"REGON organu prowadzącego";"NIP organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego";"Miejsce w strukturze";"RSPO podmiotu nadrzędnego";"Typ podmiotu nadrzędnego";"Nazwa podmiotu nadrzędnego";"Liczba uczniów";"Tereny sportowe";"Języki nauczane";"Czy zatrudnia logopedę";"Czy zatrudnia psychologa";"Czy zatrudnia pedagoga";"Oddziały podstawowe wg specyfiki";"Oddziały dodatkowe";"Zawód";"Zawód artystyczny";"Zawód w KPSS";"Dziedzina BCU"
"133488";"=""367363824""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 IM. KSIĘCIA JÓZEFA PONIATOWSKIEGO W KRAKOWIE";"=""12""";"=""1261""";"=""1261029""";"=""0950470""";"=""19677""";"MAŁOPOLSKIE";"Kraków";"Kraków-Krowodrza";"Kraków-Krowodrza";"delegatura";"ul. Senatorska";"=""35""";"";"=""30-106""";"Kraków";"=""124300025""";"=""124220760""";"sekretariat@sp19.krakow.pl";"sp19.krakow.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"2017.03.29";"2017.09.01";"";"Miasto na prawach powiatu";"GMINA MIEJSKA KRAKÓW";"=""351554353""";"";"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"szkoła/placówka wchodząca w skład jednostki złożonej";"3722";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 18 W KRAKOWIE";"80";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"17125";"=""000738622""";"=""6442885406""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 IM. MARII SKŁODOWSKIEJ-CURIE W SOSNOWCU";"=""24""";"=""2475""";"=""2475011""";"=""0943428""";"=""20060""";"ŚLĄSKIE";"Sosnowiec";"Sosnowiec";"Sosnowiec";"miasto";"ul. Składowa";"=""5""";"";"=""41-209""";"Sosnowiec";"=""322996420""";"=""322996420""";"sp19@sosnowiec.edu.pl";"www.sp19.sosnowiec.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"WANDA MAGIERA";"1910.09.01";"1910.09.01";"";"Miasto na prawach powiatu";"GMINA SOSNOWIEC";"=""276255482""";"";"ŚLĄSKIE";"Sosnowiec";"Sosnowiec";"samodzielna";"";"";"";"317";"";"angielski, niemiecki";"Nie";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"81643";"=""000899207""";"=""9661250112""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 IM. MIESZKA I W BIAŁYMSTOKU";"=""20""";"=""2061""";"=""2061011""";"=""0922410""";"=""12832""";"PODLASKIE";"Białystok";"Białystok";"Białystok";"miasto";"ul. Mieszka I";"=""18""";"";"=""15-054""";"Białystok";"=""857323000""";"";"sp19@um.bialystok.pl";"https://sp19.edu.bialystok.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ELŻBIETA ZIMNOCH";"1981.07.08";"1981.09.01";"";"Miasto na prawach powiatu";"MIASTO BIAŁYSTOK";"=""050658640""";"";"PODLASKIE";"Białystok";"Białystok";"samodzielna";"";"";"";"598";"bieżnie proste, skocznie, rzutnie, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki, rosyjski";"Tak";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"11900";"=""000212860""";"=""5542953495""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 IM. MIKOŁAJA KOPERNIKA W BYDGOSZCZY";"=""04""";"=""0461""";"=""0461011""";"=""0928363""";"=""07984""";"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"Bydgoszcz";"miasto";"ul. Kapliczna";"=""7""";"";"=""85-775""";"Bydgoszcz";"=""523436701""";"=""523436701""";"sp19@edu.bydgoszcz.pl";"www.sp19.bydgoszcz.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"DOROTA KUCIŃSKA";"1975.12.15";"1975.12.15";"";"Miasto na prawach powiatu";"MIASTO BYDGOSZCZ";"=""092351297""";"";"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"samodzielna";"";"";"";"102";"";"angielski";"Tak";"Nie";"Tak";"ogólnodostępny";"";"";"";"";""
"43331";"=""000729149""";"=""6321925029""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 IM. MIKOŁAJA KOPERNIKA W JAWORZNIE";"=""24""";"=""2468""";"=""2468011""";"=""0940335""";"=""08171""";"ŚLĄSKIE";"Jaworzno";"Jaworzno";"Jaworzno";"miasto";"ul. Kasztanowa";"=""33""";"";"=""43-600""";"Jaworzno";"=""327629267""";"";"sekretariat@sp19.jaworzno.edu.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"KINGA JĘDRZEJEK";"1950.06.05";"1950.09.01";"";"Miasto na prawach powiatu";"GMINA MIASTA JAWORZNA";"=""276255370""";"";"ŚLĄSKIE";"Jaworzno";"Jaworzno";"samodzielna";"";"";"";"183";"boiska do siatkówki";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"49665";"=""000787282""";"=""7391994958""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 IM. MIKOŁAJA KOPERNIKA W OLSZTYNIE";"=""28""";"=""2862""";"=""2862011""";"=""0964465""";"=""00656""";"WARMIŃSKO-MAZURSKIE";"Olsztyn";"Olsztyn";"Olsztyn";"miasto";"ul. Bałtycka";"=""151""";"";"=""11-041""";"Olsztyn";"=""895238731""";"=""895238731""";"sekretariat@zsp1.olsztyn.eu";"www.zs-p1.olsztyn.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1945.09.01";"1945.09.05";"";"Miasto na prawach powiatu";"GMINA OLSZTYN";"=""510742362""";"";"WARMIŃSKO-MAZURSKIE";"Olsztyn";"Olsztyn";"szkoła/placówka wchodząca w skład jednostki złożonej";"131130";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 1 W OLSZTYNIE";"525";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"85080";"=""000717494""";"=""7821710835""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 IM. STANISŁAWA STASZICA";"=""30""";"=""3064""";"=""3064049""";"=""0969770""";"=""15438""";"WIELKOPOLSKIE";"Poznań";"Poznań-Nowe Miasto";"Poznań-Nowe Miasto";"delegatura";"os. Oświecenia";"=""1""";"";"=""61-205""";"Poznań";"=""618750722""";"=""618758675""";"poczta@sp19poznan.pl";"www.sp19poznan.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ALEKSANDRA JANKOWSKA";"1975.09.01";"1975.09.01";"";"Miasto na prawach powiatu";"MIASTO POZNAŃ";"=""631257822""";"";"WIELKOPOLSKIE";"Poznań";"Poznań-Stare Miasto";"samodzielna";"";"";"";"516";"bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe";"angielski, hiszpański, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"23074";"=""000828791""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 IM. WANDY CHOTOMSKIEJ";"=""10""";"=""1061""";"=""1061049""";"=""0958269""";"=""53741""";"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź-Polesie";"delegatura";"al. Ks. Kardynała Stefana Wyszyńskiego";"=""100""";"";"=""94-050""";"Łódź";"=""426864789""";"";"kontakt@sp19.elodz.edu.pl";"https://sp19lodz.wikom.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1996.09.01";"1996.09.01";"";"Miasto na prawach powiatu";"ŁÓDŹ-MIASTO NA PRAWACH POWIATU";"=""472057632""";"";"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"samodzielna";"";"";"";"786";"boiska do piłki nożnej, bieżnie okólne, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum";"";"";"";"";""
"48296";"=""000722822""";"=""6342386709""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 IM. WOJCIECHA KORFANTEGO W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""10196""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Krzyżowa";"=""12""";"";"=""40-111""";"Katowice";"=""322502752""";"";"sp19@sp19.org";"www.sp19.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1999.03.15";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"484100";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 27 W KATOWICACH";"406";"boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie, rzutnie";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"16227";"=""192945154""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 IM. ZASŁUŻONYCH LUDZI MORZA W GDAŃSKU";"=""22""";"=""2261""";"=""2261011""";"=""0933016""";"=""06683""";"POMORSKIE";"Gdańsk";"Gdańsk";"Gdańsk";"miasto";"ul. Emilii Hoene";"=""6""";"";"=""80-041""";"Gdańsk";"=""583067500""";"";"sekretariat@sp19.edu.gdansk.pl";"sp19.edu.gdansk.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"KRZYSZTOF DUDEK";"1996.02.01";"1996.02.01";"";"Miasto na prawach powiatu";"GMINA MIASTA GDAŃSKA";"=""191675570""";"";"POMORSKIE";"Gdańsk";"Gdańsk";"samodzielna";"";"";"";"951";"boiska do piłki nożnej, bieżnie proste, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"Wczesne wspomaganie rozwoju";"";"";"";""
"7960";"=""000712628""";"=""6911073857""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 W LEGNICY";"=""02""";"=""0262""";"=""0262011""";"=""0954047""";"=""19329""";"DOLNOŚLĄSKIE";"Legnica";"Legnica";"Legnica";"miasto";"al. Rzeczypospolitej";"=""129""";"";"=""59-220""";"Legnica";"=""767230810""";"";"sekretariat@sp19.legnica.eu";"https://sp19.legnica.eu";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"SEBASTIAN MIECIERZ";"1967.07.22";"1967.07.22";"";"Miasto na prawach powiatu";"GMINA LEGNICA";"=""390647251""";"";"DOLNOŚLĄSKIE";"Legnica";"Legnica";"samodzielna";"";"";"";"728";"boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste, bieżnie okólne";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"38730";"=""241796989""";"=""6423148090""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 W RYBNIKU";"=""24""";"=""2473""";"=""2473011""";"=""0942765""";"=""24532""";"ŚLĄSKIE";"Rybnik";"Rybnik";"Rybnik";"miasto";"ul. Włościańska";"=""39e""";"";"=""44-251""";"Kłokocin";"=""324220317""";"";"klokocin19@wp.pl";"www.sp19rybnik.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"MARIA STACHOWICZ-POLAK";"1999.03.29";"1999.09.01";"";"Miasto na prawach powiatu";"MIASTO RYBNIK";"=""276255430""";"";"ŚLĄSKIE";"Rybnik";"Rybnik";"samodzielna";"";"";"";"249";"boiska do siatkówki, boiska do koszykówki, boiska do piłki nożnej, bieżnie proste";"angielski, francuski";"Tak";"Nie";"Tak";"ogólnodostępny";"";"";"";"";""
"22611";"=""000212601""";"=""5781074242""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 19 Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. BOHATERÓW WESTERPLATTE W ELBLĄGU";"=""28""";"=""2861""";"=""2861011""";"=""0932703""";"=""23406""";"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"Elbląg";"miasto";"ul. Urocza";"=""4""";"";"=""82-300""";"Elbląg";"=""556258660""";"=""556258663""";"sp19@elblag.eu";"https://sp19elblag.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BEATA GIEDROJĆ";"1962.09.01";"1962.09.01";"";"Miasto na prawach powiatu";"GMINA MIASTO ELBLĄG  NA PRAWACH POWIATU";"=""170747715""";"";"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"samodzielna";"";"";"";"767";"boiska do koszykówki, korty tenisowe, skocznie, inne urządzenia sportowe";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum";"";"";"";"";""
"26686";"=""000601780""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 190 IM. JAROSŁAWA IWASZKIEWICZA";"=""10""";"=""1061""";"=""1061039""";"=""0957985""";"=""12037""";"ŁÓDZKIE";"Łódź";"Łódź-Górna";"Łódź-Górna";"delegatura";"ul. Jacka Malczewskiego";"=""37/47""";"";"=""93-154""";"Łódź";"=""426432847""";"";"kontakt@sp190.elodz.edu.pl";"www.sp190.szkoly.lodz.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"MARZENA PECYNA";"1996.09.01";"1996.09.01";"";"Miasto na prawach powiatu";"ŁÓDŹ-MIASTO NA PRAWACH POWIATU";"=""472057632""";"";"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"samodzielna";"";"";"";"528";"boiska do piłki nożnej, bieżnie proste, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Nie";"ogólnodostępny, sportowy";"";"";"";"";""
"60277";"=""000802076""";"=""5211552957""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 190 IM. ORŁA BIAŁEGO";"=""14""";"=""1465""";"=""1465058""";"=""0918130""";"=""26305""";"MAZOWIECKIE";"Warszawa";"Mokotów";"Mokotów";"dzielnica m.st. Warszawy";"ul. Zwierzyniecka";"=""10""";"";"=""00-719""";"Warszawa";"=""228412136""";"=""228412136""";"sp190@eduwarszawa.pl";"www.sp190.waw.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"EDYTA KORYTKOWSKA";"1973.09.01";"1973.09.01";"";"Miasto na prawach powiatu";"MOKOTÓW";"=""01525964000059""";"";"MAZOWIECKIE";"Warszawa";"Mokotów";"samodzielna";"";"";"";"652";"boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie, boiska uniwersalne/wielozadaniowe";"angielski, francuski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"60275";"=""000802082""";"=""5211552897""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 191 IM. JÓZEFA IGNACEGO KRASZEWSKIEGO";"=""14""";"=""1465""";"=""1465058""";"=""0918130""";"=""01729""";"MAZOWIECKIE";"Warszawa";"Mokotów";"Mokotów";"dzielnica m.st. Warszawy";"ul. Bokserska";"=""30""";"";"=""02-682""";"Warszawa";"=""228432168""";"=""228472022""";"sp191@eduwarszawa.pl";"www.sp191.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"HANNA WALAS";"1972.05.15";"1972.09.01";"";"Miasto na prawach powiatu";"MOKOTÓW";"=""01525964000059""";"";"MAZOWIECKIE";"Warszawa";"Mokotów";"samodzielna";"";"";"";"639";"boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, boiska do piłki nożnej, bieżnie proste, skocznie, inne urządzenia sportowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"122505";"=""101751320""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 192 IM. PROF. HELENY RADLIŃSKIEJ";"=""10""";"=""1061""";"=""1061049""";"=""0958269""";"=""10099""";"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź-Polesie";"delegatura";"ul. Krzemieniecka";"=""24a""";"";"=""94-017""";"Łódź";"=""426867866""";"";"kontakt@zszp1.elodz.edu.pl";"https://sp192lodz.wikom.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"2013.11.01";"2013.11.01";"";"Miasto na prawach powiatu";"ŁÓDŹ-MIASTO NA PRAWACH POWIATU";"=""472057632""";"";"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"szkoła/placówka wchodząca w skład jednostki złożonej";"120591";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 1";"198";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"26688";"=""470014357""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 193 IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO";"=""10""";"=""1061""";"=""1061069""";"=""0958453""";"=""53141""";"ŁÓDZKIE";"Łódź";"Łódź-Widzew";"Łódź-Widzew";"delegatura";"ul. Małej Piętnastki";"=""1""";"";"=""93-221""";"Łódź";"=""426439273""";"=""426439273""";"kontakt@sp193.elodz.edu.pl";"www.sp193.edu.lodz.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ANETA STRZELECKA";"1996.09.01";"1996.09.01";"";"Miasto na prawach powiatu";"ŁÓDŹ-MIASTO NA PRAWACH POWIATU";"=""472057632""";"";"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"samodzielna";"";"";"";"631";"bieżnie proste, skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe";"angielski, hiszpański";"Nie";"Nie";"Tak";"ogólnodostępny";"";"";"";"";""
"29542";"=""000801473""";"=""9522112754""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 195 IM. KRÓLA MACIUSIA I";"=""14""";"=""1465""";"=""1465148""";"=""0988840""";"=""09978""";"MAZOWIECKIE";"Warszawa";"Wawer";"Wawer";"dzielnica m.st. Warszawy";"ul. Króla Maciusia";"=""5""";"";"=""04-526""";"Warszawa";"=""222771001""";"";"sp195@eduwarszawa.pl";"www.sp195.eduwarszawa.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"IWONA GOŁAWSKA";"1967.09.01";"1967.09.01";"";"Miasto na prawach powiatu";"WAWER";"=""01525964000145""";"=""5252248481""";"MAZOWIECKIE";"Warszawa";"Wawer";"samodzielna";"";"";"";"645";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"267032";"=""369807662""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 198 Z ODDZIAŁAMI SPORTOWYMI W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 1";"=""10""";"=""1061""";"=""1061069""";"=""0958453""";"=""03235""";"ŁÓDZKIE";"Łódź";"Łódź-Widzew";"Łódź-Widzew";"delegatura";"ul. Piotra Czajkowskiego";"=""14""";"";"=""92-511""";"Łódź";"=""426730125""";"";"kontakt@zso1.elodz.edu.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"2017.04.26";"2018.09.01";"";"Miasto na prawach powiatu";"ŁÓDŹ-MIASTO NA PRAWACH POWIATU";"=""472057632""";"";"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"szkoła/placówka wchodząca w skład jednostki złożonej";"25979";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 1";"502";"";"angielski, hiszpański, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"26689";"=""470009630""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 199 IM. JULIANA TUWIMA";"=""10""";"=""1061""";"=""1061069""";"=""0958453""";"=""04785""";"ŁÓDZKIE";"Łódź";"Łódź-Widzew";"Łódź-Widzew";"delegatura";"ul. Józefa Elsnera";"=""8""";"";"=""92-504""";"Łódź";"=""426710363""";"=""426710363""";"kontakt@sp199.elodz.edu.pl";"www.sp199.edu.lodz.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"DOMINIK KWIATKOWSKI";"1996.09.01";"1996.09.01";"";"Miasto na prawach powiatu";"ŁÓDŹ-MIASTO NA PRAWACH POWIATU";"=""472057632""";"";"ŁÓDZKIE";"Łódź";"Łódź-Śródmieście";"samodzielna";"";"";"";"559";"";"angielski, hiszpański";"Nie";"Nie";"Tak";"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum";"";"";"";"";""
"75345";"=""650121714""";"=""7931341729""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 1IM. GEN. STANISŁAWA DĄBKA";"=""18""";"=""1809""";"=""1809011""";"=""0972447""";"=""09186""";"PODKARPACKIE";"lubaczowski";"Lubaczów";"Lubaczów";"miasto";"ul. Marii Konopnickiej";"=""5""";"";"=""37-600""";"Lubaczów";"=""166329055""";"";"sekretariat@sp1.lubaczow.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"PIOTR SALIK";"1971.09.01";"1971.09.01";"";"Gmina";"GMINA MIEJSKA W LUBACZOWIE";"=""650900690""";"";"PODKARPACKIE";"lubaczowski";"Lubaczów";"samodzielna";"";"";"";"439";"bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"109510";"=""001197950""";"=""6861470265""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 1IM.MARII KONOPNICKIEJW PRZYSIETNICY";"=""18""";"=""1802""";"=""1802015""";"=""0345822""";"";"PODKARPACKIE";"brzozowski";"Brzozów";"Przysietnica";"wieś";"";"=""198""";"";"=""36-200""";"Brzozów";"=""134349013""";"=""134349096""";"przysietnica_szkola@o2.pl";"https://spp1.brzozow.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1945.09.01";"1945.09.01";"";"Gmina";"GMINA BRZOZÓW";"=""370440235""";"";"PODKARPACKIE";"brzozowski";"Brzozów";"szkoła/placówka wchodząca w skład jednostki złożonej";"109262";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ NR 1W PRZYSIETNICY";"239";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"110158";"=""001199995""";"=""6861470288""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 1IM.WŁ.SZAFERAW BRZOZOWIE";"=""18""";"=""1802""";"=""1802014""";"=""0952841""";"=""15710""";"PODKARPACKIE";"brzozowski";"Brzozów";"Brzozów";"miasto";"ul. Parkowa";"=""5""";"";"=""36-200""";"Brzozów";"=""134341937""";"";"sp@spbrzozow.pl";"https://www.spbrzozow.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"TOMASZ ŻAK";"1966.09.01";"1966.09.01";"";"Gmina";"GMINA BRZOZÓW";"=""370440235""";"";"PODKARPACKIE";"brzozowski";"Brzozów";"samodzielna";"";"";"";"596";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"73497";"=""810824783""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 1Z ODDZIAŁAMI INTEGRACYJNYMI IM. JANA KOCHANOWSKIEGO W TRZEBIATOWIE";"=""32""";"=""3205""";"=""3205084""";"=""0979969""";"=""07873""";"ZACHODNIOPOMORSKIE";"gryficki";"Trzebiatów";"Trzebiatów";"miasto";"ul. Kamieniecka";"=""16""";"";"=""72-320""";"Trzebiatów";"=""913872518""";"";"sekretariat@spnr1.edu.pl";"sp1trzebiatow.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BEATA BRODZIŃSKA";"1945.09.01";"1945.09.01";"";"Gmina";"GMINA TRZEBIATÓW";"=""811684611""";"";"ZACHODNIOPOMORSKIE";"gryficki";"Trzebiatów";"samodzielna";"";"";"";"491";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny, specjalny";"";"";"";"";""
"81245";"=""771601099""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2";"=""22""";"=""2203""";"=""2203011""";"=""0977321""";"=""00891""";"POMORSKIE";"człuchowski";"Człuchów";"Człuchów";"miasto";"ul. Stefana Batorego";"=""24""";"";"=""77-300""";"Człuchów";"=""0598342416""";"";"sosw.czluchow@wp.pl";"";"publiczna";"Dzieci lub młodzież";"specjalna";"";"2002.01.31";"2002.09.01";"";"Powiat ziemski";"POWIAT CZŁUCHOWSKI";"=""770979660""";"";"POMORSKIE";"człuchowski";"Człuchów";"szkoła/placówka wchodząca w skład jednostki złożonej";"25081";"Specjalny Ośrodek Szkolno-Wychowawczy";"SPECJALNY OŚRODEK SZKOLNO-WYCHOWAWCZY W CZŁUCHOWIE";"105";"";"niemiecki";"Tak";"Tak";"Tak";"specjalny";"";"";"";"";""
"81015";"=""000260066""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2";"=""06""";"=""0615""";"=""0615011""";"=""0922277""";"=""19939""";"LUBELSKIE";"radzyński";"Radzyń Podlaski";"Radzyń Podlaski";"miasto";"ul. Sitkowskiego";"=""3""";"";"=""21-300""";"Radzyń Podlaski";"=""833527131""";"=""833528464""";"dyrektor@radzsp2.pl";"www.radzsp2.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"LUCJAN KOTWICA";"1965.09.01";"1996.09.01";"";"Gmina";"MIASTO RADZYŃ PODLASKI";"=""030237440""";"";"LUBELSKIE";"radzyński";"Radzyń Podlaski";"samodzielna";"";"";"";"844";"boiska do koszykówki, korty tenisowe, boiska do piłki nożnej";"angielski, niemiecki, rosyjski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"68582";"=""001194816""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2";"=""02""";"=""0221""";"=""0221054""";"=""0984002""";"=""19830""";"DOLNOŚLĄSKIE";"wałbrzyski";"Głuszyca";"Głuszyca";"miasto";"ul. Sienkiewicza";"=""53""";"=""0""";"=""58-340""";"Głuszyca";"=""748456259""";"";"sp2@gluszyca.pl";"www.sp2gluszyca.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ANETA MUSIK";"1999.09.01";"1999.09.01";"";"Gmina";"GMINA GŁUSZYCA";"=""890718248""";"";"DOLNOŚLĄSKIE";"wałbrzyski";"Głuszyca";"samodzielna";"";"";"";"196";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
