DEPARTAMENTO,SECRETARIA,MUNICIPIO,CODIGO_DANE,NOMBRE_ESTABLECIMIENTO,SECTOR,CARACTER,CALENDARIO,DIRECCION,BARRIO_VEREDA,TELEFONO,EMAIL,RECTOR,TOTAL_MATRICULA,CANTIDAD_SEDES
Atlántico,BARRANQUILLA,Barranquilla,308001078025,CENTRO EDUCATIVO SAGRADO CORAZON,NO_OFICIAL,No Aplica,A,CL 46 H 1 C 36,CIUDADELA 20 DE JULI,3023523709,julliethpalma@hotmail.com,JULIETH PAOLA PALMA LLANOS,15,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078032,CENTRO ESTUDIANTIL NIÑOS DEL SEMÁFORO,NO_OFICIAL,No Aplica,A,KR 16 7 48,LA LUZ,3022580811,intalento2000@hotmail.com,NAYDUTH ESTHER HERRERA MACIAS,53,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078041,CENTRO EDUCATIVO AYUDAME A VIVIR,NO_OFICIAL,No Aplica,A,KR 42 2 31,VILLANUEVA,3594621,centrocrit@yahoo.com,FLOR SANCHEZ DE CARBONO,129,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078071,COLEGIO EXTERNADO DE COLOMBIA,NO_OFICIAL,Académico,A,KR 35 B 100 180,LAS ESTRELLAS,3175005286,rponce@coexco.edu.co,RUBEN DARIO PONCE EBRATH,227,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078208,BACHILLERATO SEMIESCOLARIZADO CHIQUINQUIRA,NO_OFICIAL,Técnico,A,CL 46 21 50,SAN JOSE,3702787,lucilagargon@hotmail.com,EPIFANIO FLOREZ BORRRERO,22,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078261,COLEGIO BOSTON INTERNACIONAL LTDA,NO_OFICIAL,Académico,A,IND CL 74 41 46 / CALLE 73B 39 142 / CALLE 87 44 40,DELICIAS,3565091,redbostonschool@yahoo.com,LUZ DANYS REYES CASTRO,1 330,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078300,JARDIN INFANTIL EL PRADO,NO_OFICIAL,No Aplica,A,KR 49 B 74 109,EL PRADO,3563679,jardininelprado@hotmail.com,VANESA PAOLA ROJAS SALGADO,15,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078326,JARDIN INFANTIL MI PEQUEÑO PALACIO,NO_OFICIAL,No Aplica,A,CL 70 C 27 64,OLAYA,3012188225-3014641482,LEYROSA_27@HOTMAIL.COM,JANETH SAENZ,6,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078369,JARDIN INFANTIL TIO GRILLO,NO_OFICIAL,No Aplica,A,CL 69 38 B 48,DELICIAS,3606415-3563273,anferbor2008@hotmail.com,ANGELINA FERNANDEZ BORGE,94,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078491,CENTRO EDUCATIVO MILAGRO DE ABRIL,NO_OFICIAL,No Aplica,A,KR 14 SUR 73 30,NO REPORTA,3205245619,apoyosolidario7@yahoo.com.mx,YOMAIRA CARRILLO,196,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078504,ASOCIACION DE PADRES Y AMIGOS DEL NIÑO EXCEPCIONAL DEL ATLANTICO APANE,NO_OFICIAL,Académico,A,KR 45 82 93,GRANADILLA,3590622 - 3784915-3784915,APANEXDA@ENRED.COM,MARCO HUGO ZUÑIGA CAMPO,6,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078563,CENTRO EDUCATIVO SAN PABLO APOSTOL,NO_OFICIAL,No Aplica,A,CL 107 34 92,LAS ESTRELLAS,3162426388-3005794683-3214589028,sapabloapostolce@gmail.com,AURA ELENA MEDINA PAREDES,174,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078571,CENTRO EDUCATIVO DE HABILITACION Y REHABILITACION INTEGRAL SAN CAMILO CE CAMILO,NO_OFICIAL,No Aplica,A,KR 12 F 100 35,LA PAZ,3205438380,info@cecamilo.org.co,ZAIDA BEATRIZ TORRES RODRIGUEZ,138,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078661,COLEGIO CRISTIANO EL SHADDAI,NO_OFICIAL,Académico,B,KR 59 79 32,EL GOLF,3105450924 - 3215397737,mechavarria@fundacion-aprendo.org,SONIA CALDERON TRUJILLO,25,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078679,JARDIN INFANTIL UN MUNDO DE IDEAS,NO_OFICIAL,No Aplica,A,KR 32 69 C 83,OLAYA,3652365,UNMUNDODEIDEAS@HOTMAIL.COM,CARMIÑA MORENO VARGAS,20,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078709,INSTITUTO MARAVILLOSO MUNDO DEL SABER,NO_OFICIAL,,A,KR 6 C SUR 46 C 109,CIUDADELA 20 DE JULIO,3116619195,mariacguerrerolopez@hotmail.com,MARIA GUERRERO LOPEZ,24,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078717,C.E. ESTRELLAS DEL FUTURO,NO_OFICIAL,,A,IND CLL 49 # 1E-120 - BLOQUE 88 APTO 101,CIUDADELA 20 DE JULIO,3244301 - 3005300276,ce.estrellasdelfuturo@hotmail.com,MARÍA HELENA GIL SERRANO,30,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078741,CENTRO EDUCATIVO ILUSIONES DEL SABER,NO_OFICIAL,,A,CL 44 18 07,SAN JOSE,3041380,ilusionesdelsaber@gmail.com,MONICA DEL CARMEN NUÑEZ,64,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078768,INSTITUTO CENTRO DE SISTEMAS S.A.S,NO_OFICIAL,Académico,A,KR 44 72 205,BETANIA,3008925027 -3185990 ext 205,institutocentrodesistemas@gmail.com,SAMIRA HERRERA RODRIGUEZ,267,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078784,CENTRO EDUCATIVO AÑOS MARAVILLOSOS,NO_OFICIAL,,A,KR 16 23 65,LAS NIEVES,3126809312,yanivimu@hotmail.com,YANERIS VILLANUEVA MUÑOZ,22,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078806,PREESCOLAR BILINGUE ARCO IRIS,NO_OFICIAL,,B,KR 45 97 10,MIRAMAR,3049121,Preescolararcoiris@hotmail.com,MARTHA REGINA LOSADA FADUL,59,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078822,PREESCOLAR NUEVO CASTILLO,NO_OFICIAL,,A,CL 88 73 22,,3731306,haeziaprender@gmail.com,JACKELINE BARCINILLA BOLAÑO,77,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078865,CENTRO DE ENSEÑANAZA ALEGRÍA DE APRENDER,NO_OFICIAL,,A,CL 74 86 B 138,,3555068-3017259476,centroalegriadeaprender@hotmail.com,MÓNICA DÍAZ RUEDA,157,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078911,CENTRO EDUCATIVO LOS ARCANGELES,NO_OFICIAL,,A,IND KR 26C7 73D 73,EL SILENCIO,3016539395,losarcangelesbq@hotmail.com,ZULEIMA ALVAREZ HINCAPIE,69,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078920,COLEGIO LIBERTADOR SIMON BOLIVAR,OFICIAL,Técnico,A,CL 106 KR 85,LAS FLORES,3773101 - 3173319076,simonbolivar@feyalegria.org.co,LIBIS MARIA CASIANI CASSIANI,977,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078946,GIMNASIO INFANTIL LOS ALPES,NO_OFICIAL,,A,CL 95 42 F 222,VILLA SANTOS,3591325-3015016644,gialpes222@hotmail.com,ALMA MARÍA CHARRIS,109,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001078971,JARDÍN INFANTIL BURBUJAS DE ACUARELA,NO_OFICIAL,,A,CL 64 34 06,NUEVA GRANADA,3658874-3856353-3856355,jardinburbujasdeacuarela97@yahoo.es,CAROLINA ESTER GAMERO DE AGUAS,197,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079021,INSTITUTO TÉCNICO DE BARRANQUILLA - AOTEC,NO_OFICIAL,Académico,A,CL 43 44 82,CENTRO,3008330339,aotec.edu@hotmail.com,ROSARIO CECILIA ACOSTA CANTILLO,15,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079047,C.E. PERSONITAS FELICES,NO_OFICIAL,,A,CL 40 B 90 48,CAMPO ALEGRE,3739693-3023771941- 3013287069 -3013287069,personitasfelices@gmail.com,PATRICIA ARAUJO IGLESIAS,35,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079055,PREESCOLAR BERCKLEY (BERCKLEY  PREESCHOOOL),NO_OFICIAL,Académico,B,CL 96 52 C 94,ALTOS DE RIOMAR,3571910,berckley@ibs.edu.co,TILSIA MARÍA LARA BAUTE,11,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079080,CENTRO DE EDUCACIÓN PARA ADULTOS JERUSALEM,NO_OFICIAL,Académico,A,KR 50 76 185,EL PORVENIR,3684319,col_jerusalem@hotmail.com,ANDRES VARELA TONCEL,41,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079128,FUNDACION EMPRESARIAL DEL CARIBE - FEC,NO_OFICIAL,Académico,A,KR 38 66 10,LAS DELICIAS,3586687- 3176473836 -3042497043,direccionacademica@fec.edu.co,ROGGER MOISES TRUJILLO ROSEMBERG,129,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079152,PREESCOLAR TIERRA DE DULCES,NO_OFICIAL,Académico,A,KR 45 B 95 23,,3739659 - 3162431615,candylanpreeschool@hotmail.com,ANA MARIA ARANGO UCROS,99,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079179,PREESCOLAR NIÑOS,NO_OFICIAL,,B,KR 52 85 69,RIOMAR,3329213 - 3004953811,children.jardin.infantil@gmail.com,TEMENUSKA BOLÍVAR VASILEF,29,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079187,LICEO MARIA INMACULADA CENTRO FORMAL DE ADULTOS,NO_OFICIAL,Académico,A,CL 83 42 D 61,,3780489,colmariainmaculada@yahoo.com,ISABEL GALVIS SANCHEZ,23,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079209,JARDÍN INFANTIL NENANÉ,NO_OFICIAL,,A,IND KR 45 97 12 MZ D LT 7 / CALLE 73 B 39 142 / CRA 49 C 98 116 / CRA 42 H 87 50,OTRO,3029455- 3007623038- 3016968628 -3007623038,adrianaenriquezh@hotmail.com,EUNICE ORELLANO PARRA,238,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079217,COLEGIO INFANTIL EN BUSCA DEL SABER,NO_OFICIAL,,A,CL 69 44 49,COLOMBIA,3691810 - 3004407137 - 3005567693,colinfa_enbuscadelsaber@hotmail.com,YENNIFER VELÁSQUEZ GALOFRE,43,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079233,GIMNASIO CASCANUECES,NO_OFICIAL,,A,KR 45 79 142,EL PORVENIR,3022636,admon@cascanuecesbaq.edu.co,ANA MARÍA PÉREZ ARISTIZÁBAL,113,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079241,CENTRO EDUCATIVO CONSTRUYENDO SABERES,NO_OFICIAL,,A,IND CRA 25 56 08 - CRA 25 55 58,LOS PINOS,3002219153-3023805784,contruyendo.saberes@hotmail.com,YIRA MAURE RAMÍREZ,123,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079250,JARDÍN INFANTIL BILINGUE EXPLORADORES DE VIDA (LIVING EXPLORER),NO_OFICIAL,,A,KR 45 96 217,VILLA SANTOS,3015386311,c.academicaone@livingexplorer.edu.co,CAROL VANESSA PIEDRAHITA BELLO,292,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079268,CENTRO DE EDUCACIÓN INTEGRAL PARA LA PRIMERA INFANCIA PINGUI,NO_OFICIAL,,B,KR 56 72 128,PRADO,3561732,info@pingui.edu.co,CILENE MARÍA BARRIOS DEL CANTILLO,19,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079306,JARDÍN EVOLUCION INFANTIL (EVOLUTION KIDS),NO_OFICIAL,Académico,A,KR 73 A 91 192,VILLA CAROLINA,3174884061 - 3323105,jardinevolutionkids@gmail.com,DIANA MARIA ZAPATA ORTIZ,24,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079314,COLEGIO CRECER Y APRENDER (GROW AND LEARN),NO_OFICIAL,,A,CL 85 70 48,VILLA PARAISO,3108440086- 3025175,colegio@growandlearn.edu.co,LILIANA KARINA CORTÉS MANTILLA,359,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079322,CENTRO EDUCATIVO DESPERTAR CON JESUS,NO_OFICIAL,,A,KR 7 45 G 91,BUENOS AIRES,3013384025,despertarconjesus63@hotmail.com,SARA ELENA OLEA RAMIREZ,30,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079365,JARDÍN INFANTÍL MUNDO DE TALENTOS,NO_OFICIAL,,A,CL 63 B 25 B 52,NUEVA GRANADA,3656269,jimundodetalentos@hotmail.com,GINA MARCELA VELASQUEZ CASTAÑO,64,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079403,INSTITUCIÓN EDUCATIVA FENIX,NO_OFICIAL,Académico,A,CL 76 8 100,BOSQUE,,,GLORIA PRIETO MALAGON,313,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079411,JARDIN INFANTIL ACCION CATOLICA,NO_OFICIAL,,A,CL 63 C 20 22,BUENA ESPERANZA,3657888,jardininfantilaccioncatolica@gmail.com,YORLEYS MARIA ORTIZ CANTILLO,77,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079438,COLEGIO INFANTIL FUENTE DE VIDA,NO_OFICIAL,,A,CL 112 21 74,LOS OLIVOS,3042921429,mvilla2010@live.com,MILDRE VILLA ALVARADO,136,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079454,CENTRO EDUCATIVO PORTAL AL CIELO,NO_OFICIAL,,A,CL 21 28 81,LAS NIEVES,3795767-3005132898,ceduportalalcielo@hotmail.com,JACKELINE MARTINEZ ALVAREZ,31,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079471,CENTRO EDUCATIVO ABRAHAM KUYPER,NO_OFICIAL,,A,CL 59 46 85,PRADO,3325263,ceaktabita@outlook.com,GLEDY MARIA FOLIACO REBOLLEDO,9,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079497,CENTRO EDUCATIVO OLGA LLANES,NO_OFICIAL,,A,CL 41 19 113,SAN JOSE,3044400,centroeducativoolgallanes2018@gmail.com,MARTHA CORDOBA LLANES,73,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079501,JARDIN INFANTIL OLYI,NO_OFICIAL,,A,KR 12 E 106 23,LA PAZ,3106063  3003319355,jardininfantilolyiedu@hotmail.com,OLGA LUCIA CERVANTES,57,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079519,COLEGIO RETOS,NO_OFICIAL,Académico,A,KR 54 70 57,PRADO,3118185932,directorbquilla@colegioretosbq.edu.co,CARLOS FELIPE RODRIGUEZ ACUÑA,156,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079527,CENTRO EDUCATIVO LA GRACIA DIVINA,NO_OFICIAL,,A,CL 84 75 C 54,LAS TRES AVEMARIAS,3427248,centroeducativolagraciadivina@gmail.com,MONICA PATRICIA POLO ROCHA,31,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079535,COLEGIO DEL SAGRADO CORAZON -LA PAZ,NO_OFICIAL,,A,CL 106 13 35,LA PAZ,3174294220,secretaria.lapaz@sagradocorazon74.edu.co,ALFREDO JULIO PALACIO SALGAR,184,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079551,CORPORACION INTERNACIONAL DE EDUCACION INTEGRAL ELYON YIRED,NO_OFICIAL,Académico,A,KR 38 54 60,RECREO,3015959-3114078331,chadebal1979@hotmnail.com,JAIRO FLEREZ SAMPAYO,147,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001079578,COLEGIO GENESIS,NO_OFICIAL,,A,IND CALLE 35 7 C 07 / CALLE 39 18 78,LA MAGDALENA / SAN JOSE,3108360448,elcolegiogenesis@gmail.com,YESMIN ISABEL CANTILLO,62,1.0
Atlántico,ATLANTICO,Puerto Colombia,308001101153,COLEGIO BRITANICO INTERNACIONAL,NO_OFICIAL,Académico,B,IND KM 6 ANT VIA PUERTO,VIA AL MAR,3598891,rector@britishschool.edu.co,JEANNETTE RINKEL PANNER,1 055,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800005,CENTRO EDUCATIVO PEQUEÑOS APRENDICES,NO_OFICIAL,,A,CL 52 61 102,BOSTON,,,ANDREA PATRICIA MANRIQUE LUNA,14,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800013,CENTRO EDUCATIVO HUELLITAS,NO_OFICIAL,,A,CL 83 42 12,SAN VICENTE,3326820,huellitaspreescolarguarderia@hotmail.com,INGRID DEL CARMEN MANGA BARRIOS,67,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800021,INSTITUCION EDUCATIVA NIÑOS INTELIGENTES (SMART KIDS),NO_OFICIAL,,A,KR 59 64 112,PRADO,3005415605,lily.caballero@hotmail.com,LILIANA MARGARITA CABALLERO FERREIRA,14,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800030,FUNDACION EDUCATIVA Y DE PROYECTOS DE LA COSTA - FUNDECOR,NO_OFICIAL,Académico,A,KR 47 79 142,PORVENIR,3049952 - 3049947,lorainevaleria18@gmail.com,MAURICIO CASTRO GOMEZ,37,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800048,COLEGIO FEDERICO FROEBEL,NO_OFICIAL,,A,KR 14 41 15,VICTORIA,3003147306 -3341412,colegiofedericofroebel2019@gmail.com,VICTORIA ISABEL MEZA GENES,29,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800056,COLEGIO HARTFORD,NO_OFICIAL,,A,CL 87 43 B 30,EL TABOR,3017605495 - 3784897 - 3017605495,principal@hartfordinternationalschool.edu.co,CAROL VANESSA PIEDRAHITA BELLO,80,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800081,PREESCOLAR FUMVIDA,NO_OFICIAL,,A,CL 61 14 86,LA CEIBA,3654468 - 3016079196- 3202704617 - 3046326964,fumvida@hotmail.com,ARACELY ARIZA ROCHA,23,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800129,COLEGIO MARIA AUXILIADORA NORTE,NO_OFICIAL,Académico,A,CL 73 B 39 27,BETANIA,3602533 - 3586512,secretaria@colmauxinorte.edu.co,HNA YOLIMA ELENA POSADA PERDOMO,491,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800161,INSTITUTO ETNOEDUCATIVO MARTIN LUTHER KING,NO_OFICIAL,,A,KR 13 C 108 55,LOS OLIVOS,3821509,institutolutherking9384@hotmail.com,YACIRA AYALA RENTERIA,45,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800188,CENTRO EDUCATIVO INFANTIL BEBES ESTRELLAS,NO_OFICIAL,,A,IND CL 72 35 B 38 / CRA 26 48 24,OLAYA,3355778,cei_star_babies@hotmail.com,DANEYIS YANES BARRIOS,90,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800196,GUARDERIA Y JARDIN INFANTIL PEQUEÑO TESOROS,NO_OFICIAL,,A,IND CRA 42 B 1 85 58,LOS NOGALES,3780911,Tesorossas@hotmail.com,ROCIO DEL CARMEN DIAZ MARTINEZ,19,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800200,CENTRO EDUCATIVO DESCUBRIENDO QUIEN SOY,NO_OFICIAL,,A,CL 20 B 17 63,LA PLAYA,3147354-3114713710,yeyso_6@hotmail.com,JENNY SOFIA OÑATE SALINAS,43,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800251,FUNDACION SOCIAL EMANUEL  DIOS CON NOSOTROS,NO_OFICIAL,,A,CL 106 86 A 147,LAS FLORES,3773015 - 3043345986,funenmanuel@gmail.com,JHON JAIRO GULFO PEREZ,133,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800269,JARDIN INFANTIL PLANETA DE LOS NIÑOS,NO_OFICIAL,,B,KR 42 F 96 10,LOS ALPES,,,ARELYS DE JESUS RUBIO ALVAREZ,17,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800285,FUNDACION COLOMBIA ESTUDIA BARRANQUILLA,NO_OFICIAL,Académico,A,KR 45 41 29,CENTRO,,,OSCAR SOLANO VEGA,17,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800293,CENTRO EDUCATIVO HUELLITAS DE MIEL,NO_OFICIAL,,A,CL 52 22 32,SAN ISIDRO,3103559913 - 3004144947,huellitasrectoria@gmail.com,MARIA AVILA RODRIGUEZ,31,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800307,CENTRO EDUCATIVO LAS IDEAS DE NACHO,NO_OFICIAL,,A,IND CL 85 26 B 34,EL PORFIN,3103627799 - 3103627799,centroeducativolasideasdenacho@outlook.com,LUZ MARINA MONZON,34,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800315,COQUITO CENTRO DE ESTIMULACION Y DESARROLLO,NO_OFICIAL,,A,KR 32 51 B 27,LUCERO,3176056 - 3185604906,centrocoquitos@hotmail.com,OLGA MIRANDA BUSTAMANTE,41,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800323,MAPOH,NO_OFICIAL,,B,KR 51 80 112 ED 130,ALTOS DEL PRADO,,,LEYDY JOHANNA GOMEZ AGUILAR,13,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800331,CENTRO EDUCATIVO MIS PRIMEROS PASOS AL SABER,NO_OFICIAL,,A,CL 20 B 10 87,LA PLAYA,3772459,Yuraby_38@hotmail.com,YURANIS JHOHANNA BOLIVAR REYES,108,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800340,PREESCOLAR NIÑOS TALENTO (TALENT KIDS),NO_OFICIAL,,A,KR 73 78 37,PARAISO,,,TERESITA CRESPO SERJE,9,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800366,CENTRO EDUCATIVO GRANDES TRIUNFADORES,NO_OFICIAL,,A,CL 48 E 6 21 SUR,SANTUARIO,,,DIANA CRISTINA PATERNINA,178,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800391,COLEGIO CRISTIANO EMANUEL (SUR OCCIDENTE),NO_OFICIAL,,A,KR 21 111 B 27,LOS OLIVOS,3016197519 -3004349956,EVAROJAS07@HOTMAIL.COM,MARLENE ROJAS HERAZO,29,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800439,CENTRO EDUCATIVO HOWARD GARDNER,NO_OFICIAL,,A,KR 44 76 128,PORVENIR,3017941451,cehowardgardner@gmail.com,JOHAN STHEPPANYE PANSSA FIGUEROA,22,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800455,COLEGIO BOSTON FLEXIBLE,NO_OFICIAL,Académico,A,CL 73 B 39 154,LAS DELICIAS,3176378073,direccionacademica@redboston.edu.co,INGRID REYES CASTRO,310,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800463,JARDÍN INFANTIL AUSUBEL DE BARRANQUILLA,NO_OFICIAL,,A,IND CALLE 44 A 5 SUR 44,CIUDADELA 20 DE JULIO,3003565817,jardininfantilausubel@gmail.com,ROSIRIS MARÍA LASTRA NARVAEZ,17,1.0
Atlántico,SOLEDAD,Soledad,308001800480,JARDIN INFANTIL PERSONITAS CON EXCELENCIA,NO_OFICIAL,,A,CL 26 A 45 36 <EOF>,COSTA HERMOSA,3936384,astrideecheverria14@gmail.com,ASTRID ECHEVERRIA LOPEZ,51,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800498,PREESCOLAR S.T.E.A.M,NO_OFICIAL,,B,KR 59 C 79 262,EL GOLF,3208852754,manager@steamedu.co,MARIA ALEJANDRA LLINAS MARTINEZ,64,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800544,PREESCOLAR ZONA DE NIÑOS,NO_OFICIAL,,A,CL 96 51 10,EL POBLADO,,,QUELIS JOHANA PALLARES TORRES,105,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800552,CENTRO EDUCATIVO MI SUEÑO CON JESÚS,NO_OFICIAL,,A,KR 26 A 73 40,LA LIBERTAD,3561767 - 3118098 - 3046451640 - 3187626311,insjesus0810@gmail.com,LOURDES MARTINEZ OLEA,21,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800561,PREESCOLAR DE APRENDIZAJE AFECTIVO (TEACH PRESCHOOL),NO_OFICIAL,,B,IND SEDE 1 - CARRERA 53 N°91 44 / SEDE 2 - CALLE 103 NO 49E-107,ALTOS DE RIOMAR,33715456,info@teach.com.co,NURYS GUTIERREZ SILVA,60,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800579,CENTRO EDUCATIVO EL CORAZONCITO,NO_OFICIAL,,A,KR 1 H 64 51,SANTO DOMINGO DE GUZMAN,3003194621 -3014865572-3053662837,CEDUCORAZON@HOTMAIL.COM,DELMA ROSA MORALES GUTIERREZ,73,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800595,PREESCOLAR CIUDAD DE NIÑOS (CITY KIDS),NO_OFICIAL,,A,KR 42 G 92 40,EL TABOR,,,ANGELICA GOMEZ SANTIAGO,93,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800609,COLEGIO PINAR DEL PRADO,NO_OFICIAL,,B,KR 46 120 03,VILLA CAMPESTRE,3223666676,Pinardelpradointschool@gmail.com,MANUELITA OROZCO GONZALEZ,166,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800617,JARDÍN INFANTIL HOLA NIÑOS ESTRELLAS,NO_OFICIAL,,A,KR 53 92 75 <EOF>,ALTOS DEL LIMON,,ji.hellochildren@gmail.com,HELIANA PATRICIA REALES ALBA,54,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800625,COLEGIO VERSALLES (VERSALLES KIDS),NO_OFICIAL,,A,CL 92 49 C 188,VILLA SANTOS,3223666676,versalleskidsbq@gmail.com,CLARENA LOBO ALMANZA,59,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800633,JARDÍN INFANTIL REIR Y APRENDER,NO_OFICIAL,,A,CL 75 66 36,LA CONCEPCION,,,ADRIANA KATHERINE CABAL FARACO,61,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800641,JARDIN DE TUS SUEÑOS,NO_OFICIAL,,A,CL 52 24 76,SAN ISIDRO,3022777516,eljardin2020@gmail.com,STEPHANIE SUAREZ SANTIAGO,25,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800650,CENTRO EDUCATIVO DESCUBRIENDO MI MUNDO,NO_OFICIAL,,A,CL 82 70 47,EL PARAISO,,,ADRIANA LUCÍA QUICENO FLOREZ,51,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800668,INSTITUCIÓN EDUCATIVA SHANNER,NO_OFICIAL,,A,CL 40 33 54,MONTES,3004325841,shanner@outlook.com,ALÉBIT PALACIO JACDED,20,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800684,CENTRO EDUCATIVO FUNDACIÓN MI HOGAR NIÑOS DEL  CENTRO,NO_OFICIAL,,A,CL 34 38 92,CENTRO,,,MARÍA SANDOVAL IBÁÑEZ,58,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800692,PREESCOLAR NAPRI,NO_OFICIAL,,A,CL 82 42 D 239,CIUDAD JARDIN,3136834097,info@napri.edu.co,ALETH SIERRA MONTERROZA,18,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800693,COLEGIO LOS LIRIOS,NO_OFICIAL,,A,CL 63 41 106,RECREO,,,JUAN PABLO ACOSTA MOLINA,125,1.0
