"code","name","academy","address","email","phone","student_count","public","url"
"0511888A","Ecole primaire Eustache Deschamps","Reims","Avenue Jean Jaurès, 51170 FISMES","ce.0511888A@ac-reims.fr","0326481425","140","true","https://www.education.gouv.fr/annuaire/51170/fismes/ecole/0511888a/ecole-primaire-eustache-deschamps.html"
"0511350r","Ecole primaire privée Sainte Macre","Reims","20 rue des Chailleaux, 51170 FISMES","ce.0511350r@ac-reims.fr","0326481279","274","true","https://www.education.gouv.fr/annuaire/51170/fismes/ecole/0511350r/ecole-primaire-privee-sainte-macre.html"
"0510945A","Ecole élémentaire","Reims","Rue Loucheur, 51190 GRAUVES","ce.0510945A@ac-reims.fr","0326527548","81","true","https://www.education.gouv.fr/annuaire/51190/grauves/ecole/0510945a/ecole-elementaire.html"
"0510948D","Ecole maternelle","Reims","1 place de la Gare, 51190 LE MESNIL SUR OGER","ce.0510948D@ac-reims.fr","0326579312","34","true","https://www.education.gouv.fr/annuaire/51190/le-mesnil-sur-oger/ecole/0510948d/ecole-maternelle.html"
"0511966K","Ecole maternelle","Reims","Rue Loucheur, 51190 GRAUVES","ce.0511966K@ac-reims.fr","0326528014","45","true","https://www.education.gouv.fr/annuaire/51190/grauves/ecole/0511966k/ecole-maternelle.html"
"0511384C","Ecole primaire Le Petit Prince","Reims","105 RUE DES CHAPELLES, 51190 AVIZE","ce.0511384C@ac-reims.fr","0964137533","185","true","https://www.education.gouv.fr/annuaire/51190/avize/ecole/0511384c/ecole-primaire-le-petit-prince.html"
"0511619H","Ecole élémentaire Belle Noue","Reims","Allée de la Montagne Pelée, 51200 EPERNAY","ce.0511619H@ac-reims.fr","0326545466","150","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0511619h/ecole-elementaire-belle-noue.html"
"0510903E","Ecole élémentaire Chaude Ruelle","Reims","16 rue Chaude Ruelle, 51200 EPERNAY","ce.0510903E@ac-reims.fr","0326544387","112","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0510903e/ecole-elementaire-chaude-ruelle.html"
"0511839X","Ecole élémentaire Jean-Jacques Rousseau - Marx Dormoy","Reims","13 rue Marx Dormoy, 51200 EPERNAY","ce.0511839X@ac-reims.fr","0326552926","105","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0511839x/ecole-elementaire-jean-jacques-rousseau-marx-dormoy.html"
"0510904F","Ecole élémentaire Jean Jaurès","Reims","Avenue Jean Jaurès, 51200 EPERNAY","ce.0510904F@ac-reims.fr","0326552415","98","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0510904f/ecole-elementaire-jean-jaures.html"
"0512035K","Ecole élémentaire la Crayère","Reims","Rue Réné Lemaire, 51200 EPERNAY","ce.0512035K@ac-reims.fr","0326549235","209","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0512035k/ecole-elementaire-la-crayere.html"
"0511514U","Ecole maternelle Belle Noue","Reims","Rue de la Montagne Pelée, 51200 EPERNAY","ce.0511514U@ac-reims.fr","0326545467","86","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0511514u/ecole-maternelle-belle-noue.html"
"0510913R","Ecole maternelle Jancelins","Reims","77 rue des Jancelins, 51200 EPERNAY","ce.0510913R@ac-reims.fr","0326544584","55","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0510913r/ecole-maternelle-jancelins.html"
"0510914S","Ecole maternelle Jardin d'Horticulture","Reims","28 rue Frédéric Plomb, 51200 EPERNAY","ce.0510914S@ac-reims.fr","0326541907","72","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0510914s/ecole-maternelle-jardin-d-horticulture.html"
"0510912P","Ecole maternelle Louise de Savoie","Reims","7 rue du Docteur Verron, 51200 EPERNAY","ce.0510912P@ac-reims.fr","0326552572","58","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0510912p/ecole-maternelle-louise-de-savoie.html"
"0511410F","Ecole maternelle Pré-aux-Coudes - Rive Droite","Reims","7 rue du Colombier, 51200 EPERNAY","ce.0511410F@ac-reims.fr","0326517364","57","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0511410f/ecole-maternelle-pre-aux-coudes-rive-droite.html"
"0510916U","Ecole maternelle Saintonge","Reims","7 allée de Gascogne, 51200 EPERNAY","ce.0510916U@ac-reims.fr","0326541729","89","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0510916u/ecole-maternelle-saintonge.html"
"0511348n","Ecole primaire privée Sainte Marie","Reims","16 rue Saint-Victor, 51200 EPERNAY","ce.0511348n@ac-reims.fr","0326544576","306","true","https://www.education.gouv.fr/annuaire/51200/epernay/ecole/0511348n/ecole-primaire-privee-sainte-marie.html"
"0511004P","Ecole élémentaire","Reims","8 place Saint Martin, 51210 LE BREUIL","ce.0511004P@ac-reims.fr","0326515563","18","true","https://www.education.gouv.fr/annuaire/51210/le-breuil/ecole/0511004p/ecole-elementaire.html"
"0510162Z","Ecole primaire Marcel Jerger","Reims","2 route de Montmort, 51210 FROMENTIERES","ce.0510162Z@ac-reims.fr","0326812478","146","true","https://www.education.gouv.fr/annuaire/51210/fromentieres/ecole/0510162z/ecole-primaire-marcel-jerger.html"
"0511351s","Ecole primaire privée Sainte Jeanne d'Arc","Reims","9 place Frérot, 51210 MONTMIRAIL","ce.0511351s@ac-reims.fr","0326812266","196","true","https://www.education.gouv.fr/annuaire/51210/montmirail/ecole/0511351s/ecole-primaire-privee-sainte-jeanne-d-arc.html"
"0510288L","Ecole élémentaire","Reims","1 rue de la Libération, 51220 BRIMONT","ce.0510288L@ac-reims.fr","0326496246","46","true","https://www.education.gouv.fr/annuaire/51220/brimont/ecole/0510288l/ecole-elementaire.html"
"0512149J","Ecole élémentaire de Cormicy","Reims","3 impasse Emma Verachten, 51220 CORMICY","ce.0512149J@ac-reims.fr","0326613295","117","true","https://www.education.gouv.fr/annuaire/51220/cormicy/ecole/0512149j/ecole-elementaire-de-cormicy.html"
"0511545C","Ecole maternelle","Reims","35 rue de Verdun, 51220 LOIVRE","ce.0511545C@ac-reims.fr","0326610142","85","true","https://www.education.gouv.fr/annuaire/51220/loivre/ecole/0511545c/ecole-maternelle.html"
"0510111U","Ecole élémentaire","Reims","7 rue des Hauts, 51230 BROUSSY LE GRAND","ce.0510111U@ac-reims.fr","0326420858","36","true","https://www.education.gouv.fr/annuaire/51230/broussy-le-grand/ecole/0510111u/ecole-elementaire.html"
"0511796A","Ecole élémentaire","Reims","Rue des Ecoles, 51230 CONNANTRE","ce.0511796A@ac-reims.fr","0326425281","88","true","https://www.education.gouv.fr/annuaire/51230/connantre/ecole/0511796a/ecole-elementaire.html"
"0510099F","Ecole maternelle","Reims","14 rue des Courcieux, 51230 BANNES","ce.0510099F@ac-reims.fr","0326420215","22","true","https://www.education.gouv.fr/annuaire/51230/bannes/ecole/0510099f/ecole-maternelle.html"
"0511304R","Ecole Primaire publique","Reims","133 rue Jules Ferry, 51230 FERE CHAMPENOISE","ce.0511304R@ac-reims.fr","0326802701","171","true","https://www.education.gouv.fr/annuaire/51230/fere-champenoise/ecole/0511304r/ecole-primaire-publique.html"
"0510649D","Ecole élémentaire","Reims","7 rue du Moutier, 51240 MAIRY SUR MARNE","ce.0510649D@ac-reims.fr","0326706801","97","true","https://www.education.gouv.fr/annuaire/51240/mairy-sur-marne/ecole/0510649d/ecole-elementaire.html"
"0511722V","Ecole maternelle","Reims","Rue de la Libération, 51240 VITRY LA VILLE","ce.0511722V@ac-reims.fr","0326677441","40","true","https://www.education.gouv.fr/annuaire/51240/vitry-la-ville/ecole/0511722v/ecole-maternelle.html"
"0512046X","Ecole primaire de la Vallée de la Craie","Reims","Chemin des Ecoliers, 51240 VESIGNEUL SUR MARNE","ce.0512046X@ac-reims.fr","0326643968","218","true","https://www.education.gouv.fr/annuaire/51240/vesigneul-sur-marne/ecole/0512046x/ecole-primaire-de-la-vallee-de-la-craie.html"
"0510896X","Ecole maternelle Jacques Adnet","Reims","9 rue Jean Macé, 51250 SERMAIZE LES BAINS","ce.0510896X@ac-reims.fr","0326732137","43","true","https://www.education.gouv.fr/annuaire/51250/sermaize-les-bains/ecole/0510896x/ecole-maternelle-jacques-adnet.html"
"0511301M","Ecole primaire","Reims","6 rue Marcelle Peronne, 51250 CHEMINON","ce.0511301M@ac-reims.fr","0326734391","47","true","https://www.education.gouv.fr/annuaire/51250/cheminon/ecole/0511301m/ecole-primaire.html"
"0511988J","Ecole élémentaire","Reims","Chemin des Grèves, 51260 CONFLANS SUR SEINE","ce.0511988J@ac-reims.fr","0326426261","159","true","https://www.education.gouv.fr/annuaire/51260/conflans-sur-seine/ecole/0511988j/ecole-elementaire.html"
"0511595G","Ecole élémentaire","Reims","5 rue du Mazelot, 51260 ANGLURE","ce.0511595G@ac-reims.fr","0326422424","117","true","https://www.education.gouv.fr/annuaire/51260/anglure/ecole/0511595g/ecole-elementaire.html"
"0510214F","Ecole élémentaire Hameau de Sauvage","Reims","Place Pierre de Coubertin, 51260 ST JUST SAUVAGE","ce.0510214F@ac-reims.fr","0326804640","121","true","https://www.education.gouv.fr/annuaire/51260/saint-just-sauvage/ecole/0510214f/ecole-elementaire-hameau-de-sauvage.html"
"0511422U","Ecole maternelle","Reims","7 rue du Mazelot, 51260 ANGLURE","ce.0511422U@ac-reims.fr","0326427650","52","true","https://www.education.gouv.fr/annuaire/51260/anglure/ecole/0511422u/ecole-maternelle.html"
"0511871G","Ecole maternelle Isidore Robequin","Reims","Chemin des Grèves, 51260 CONFLANS SUR SEINE","ce.0511871G@ac-reims.fr","0326426148","69","true","https://www.education.gouv.fr/annuaire/51260/conflans-sur-seine/ecole/0511871g/ecole-maternelle-isidore-robequin.html"
"0510131R","Ecole élémentaire","Reims","5 rue des Prés, 51270 CONGY","ce.0510131R@ac-reims.fr","0326595845","63","true","https://www.education.gouv.fr/annuaire/51270/congy/ecole/0510131r/ecole-elementaire.html"
"0510200R","Ecole élémentaire","Reims","Rue du Parc, 51270 ORBAIS L ABBAYE","ce.0510200R@ac-reims.fr","0326523800","64","true","https://www.education.gouv.fr/annuaire/51270/orbais-l-abbaye/ecole/0510200r/ecole-elementaire.html"
"0511462M","Ecole maternelle","Reims","54 rue de la Libération, 51270 MONTMORT LUCY","ce.0511462M@ac-reims.fr","0326591415","49","true","https://www.education.gouv.fr/annuaire/51270/montmort-lucy/ecole/0511462m/ecole-maternelle.html"
"0511944L","Ecole maternelle","Reims","Rue du Parc, 51270 ORBAIS L ABBAYE","ce.0511944L@ac-reims.fr","0326523801","25","true","https://www.education.gouv.fr/annuaire/51270/orbais-l-abbaye/ecole/0511944l/ecole-maternelle.html"
"0512040R","Ecole maternelle","Reims","Rue des Prés, 51270 CONGY","ce.0512040R@ac-reims.fr","0326595846","34","true","https://www.education.gouv.fr/annuaire/51270/congy/ecole/0512040r/ecole-maternelle.html"
"0511037A","Ecole élémentaire","Reims","11 RUE DE BLAISE, 51290 STE MARIE DU LAC NUISEMENT","ce.0511037A@ac-reims.fr","0326742480","21","true","https://www.education.gouv.fr/annuaire/51290/sainte-marie-du-lac-nuisement/ecole/0511037a/ecole-elementaire.html"
"0510839K","Ecole primaire","Reims","Place de la Mairie, 51290 HAUTEVILLE","ce.0510839K@ac-reims.fr","0326742472","13","true","https://www.education.gouv.fr/annuaire/51290/hauteville/ecole/0510839k/ecole-primaire.html"
"0511781J","Ecole primaire du Bocage Champenois","Reims","Rue d'Enfer, 51290 ST REMY EN BOUZEMONT ST GENEST","ce.0511781J@ac-reims.fr","0326725339","218","true","https://www.education.gouv.fr/annuaire/51290/saint-remy-en-bouzemont-saint-genest-et-isson/ecole/0511781j/ecole-primaire-du-bocage-champenois.html"
"0510773N","Ecole élémentaire","Reims","GRANDE RUE, 51300 COURDEMANGES","ce.0510773N@ac-reims.fr","0326722966","23","true","https://www.education.gouv.fr/annuaire/51300/courdemanges/ecole/0510773n/ecole-elementaire.html"
"0510778U","Ecole élémentaire","Reims","33 rue du Général Leclerc, 51300 FRIGNICOURT","ce.0510778U@ac-reims.fr","0326741588","141","true","https://www.education.gouv.fr/annuaire/51300/frignicourt/ecole/0510778u/ecole-elementaire.html"
"0510783Z","Ecole élémentaire","Reims","58 rue Saint Martin, 51300 HUIRON","ce.0510783Z@ac-reims.fr","0326720524","21","true","https://www.education.gouv.fr/annuaire/51300/huiron/ecole/0510783z/ecole-elementaire.html"
"0512036L","Ecole élémentaire Louis Pasteur","Reims","1 rue DU HAMOIS, 51300 VITRY LE FRANCOIS","ce.0512036L@ac-reims.fr","0326722856","161","true","https://www.education.gouv.fr/annuaire/51300/vitry-le-francois/ecole/0512036l/ecole-elementaire-louis-pasteur.html"
"0510760Z","Ecole élémentaire Pierre et Marie Curie","Reims","1 rue DU DISPENSAIRE, 51300 VITRY LE FRANCOIS","ce.0510760Z@ac-reims.fr","0326740750","165","true","https://www.education.gouv.fr/annuaire/51300/vitry-le-francois/ecole/0510760z/ecole-elementaire-pierre-et-marie-curie.html"
"0510780W","Ecole maternelle","Reims","34 rue Saint Louvent, 51300 FRIGNICOURT","ce.0510780W@ac-reims.fr","0326746997","71","true","https://www.education.gouv.fr/annuaire/51300/frignicourt/ecole/0510780w/ecole-maternelle.html"
"0511243Z","Ecole maternelle du Hamois Louis Pasteur","Reims","Faubourg du Hamois, 51300 VITRY LE FRANCOIS","ce.0511243Z@ac-reims.fr","0326720979","95","true","https://www.education.gouv.fr/annuaire/51300/vitry-le-francois/ecole/0511243z/ecole-maternelle-du-hamois-louis-pasteur.html"
"0510755U","Ecole maternelle Ferdinand Buisson","Reims","5 avenue de la République, 51300 VITRY LE FRANCOIS","ce.0510755U@ac-reims.fr","0326742266","50","true","https://www.education.gouv.fr/annuaire/51300/vitry-le-francois/ecole/0510755u/ecole-maternelle-ferdinand-buisson.html"
"0511957A","Ecole primaire","Reims","Rue Michel Simon, 51300 VAUCLERC","ce.0511957A@ac-reims.fr","0326722260","55","true","https://www.education.gouv.fr/annuaire/51300/vauclerc/ecole/0511957a/ecole-primaire.html"
"0511493W","Ecole primaire","Reims","16 rue des Cugnots, 51300 COUVROT","ce.0511493W@ac-reims.fr","0326621268","115","true","https://www.education.gouv.fr/annuaire/51300/couvrot/ecole/0511493w/ecole-primaire.html"
"0510789F","Ecole primaire","Reims","11 GRANDE RUE, 51300 LUXEMONT ET VILLOTTE","ce.0510789F@ac-reims.fr","0326731887","51","true","https://www.education.gouv.fr/annuaire/51300/luxemont-et-villotte/ecole/0510789f/ecole-primaire.html"
"0510795M","Ecole primaire","Reims","26 bis rue des Bas Prés, 51300 ST AMAND SUR FION","ce.0510795M@ac-reims.fr","0326733053","153","true","https://www.education.gouv.fr/annuaire/51300/saint-amand-sur-fion/ecole/0510795m/ecole-primaire.html"
"0512151L","Ecole primaire de Pringy","Reims","Rue Jeannette, 51300 PRINGY","ce.0512151L@ac-reims.fr","0326727779","78","true","https://www.education.gouv.fr/annuaire/51300/pringy/ecole/0512151l/ecole-primaire-de-pringy.html"
"0510861J","Ecole primaire François Lemaire","Reims","7 rue du Paquis, 51300 THIEBLEMONT FAREMONT","ce.0510861J@ac-reims.fr","0326738257","144","true","https://www.education.gouv.fr/annuaire/51300/thieblemont-faremont/ecole/0510861j/ecole-primaire-francois-lemaire.html"
"0511402X","Ecole primaire Paul Fort","Reims","Rue du 8 Mai 1945, 51300 VITRY LE FRANCOIS","ce.0511402X@ac-reims.fr","0326723636","130","true","https://www.education.gouv.fr/annuaire/51300/vitry-le-francois/ecole/0511402x/ecole-primaire-paul-fort.html"
"0512113V","Ecole primaire du Cèdre","Reims","Route d'Esternay, 51310 LES ESSARTS LE VICOMTE","ce.0512113V@ac-reims.fr","0326429049","148","true","https://www.education.gouv.fr/annuaire/51310/les-essarts-le-vicomte/ecole/0512113v/ecole-primaire-du-cedre.html"
"0510655K","Ecole primaire","Reims","52 rue Principale, 51320 SOUDRON","ce.0510655K@ac-reims.fr","0326674082","48","true","https://www.education.gouv.fr/annuaire/51320/soudron/ecole/0510655k/ecole-primaire.html"
"0510854B","Ecole primaire","Reims","2 ruelle du Moulin, 51320 ST OUEN DOMPROT","ce.0510854B@ac-reims.fr","0326722635","143","true","https://www.education.gouv.fr/annuaire/51320/saint-ouen-domprot/ecole/0510854b/ecole-primaire.html"
"0510661S","Ecole primaire","Reims","Quartier Champ Treizain, 51330 GIVRY EN ARGONNE","ce.0510661S@ac-reims.fr","0326600015","115","true","https://www.education.gouv.fr/annuaire/51330/givry-en-argonne/ecole/0510661s/ecole-primaire.html"
"0510891S","Ecole élémentaire","Reims","4 GRANDE RUE, 51340 ST VRAIN","ce.0510891S@ac-reims.fr","0674939061","16","true","https://www.education.gouv.fr/annuaire/51340/saint-vrain/ecole/0510891s/ecole-elementaire.html"
"0510899A","Ecole élémentaire","Reims","Rue de l'Eglise, 51340 VOUILLERS","ce.0510899A@ac-reims.fr","0326737148","22","true","https://www.education.gouv.fr/annuaire/51340/vouillers/ecole/0510899a/ecole-elementaire.html"
"0511303P","Ecole primaire","Reims","5 place du Matras, 51340 VANAULT LES DAMES","ce.0511303P@ac-reims.fr","0326733347","115","true","https://www.education.gouv.fr/annuaire/51340/vanault-les-dames/ecole/0511303p/ecole-primaire.html"
"0512054F","Ecole primaire Condorcet","Reims","46 allée Pierre de Coubertin, 51340 PARGNY SUR SAULX","ce.0512054F@ac-reims.fr","0326731183","169","true","https://www.education.gouv.fr/annuaire/51340/pargny-sur-saulx/ecole/0512054f/ecole-primaire-condorcet.html"
"0511419R","Ecole maternelle Saint-Exupéry","Reims","Rue de la Paix, BP 17, 51350 CORMONTREUIL","ce.0511419R@ac-reims.fr","0326823256","99","true","https://www.education.gouv.fr/annuaire/51350/cormontreuil/ecole/0511419r/ecole-maternelle-saint-exupery.html"
"0511617F","Ecole primaire Croix Bonhomme","Reims","1 RUE D AUNIS, 51350 CORMONTREUIL","ce.0511617F@ac-reims.fr","0326823075","290","true","https://www.education.gouv.fr/annuaire/51350/cormontreuil/ecole/0511617f/ecole-primaire-croix-bonhomme.html"
"0510259E","Ecole primaire","Reims","Rue des Ecoles, 51360 BEAUMONT SUR VESLE","ce.0510259E@ac-reims.fr","0326039425","53","true","https://www.education.gouv.fr/annuaire/51360/beaumont-sur-vesle/ecole/0510259e/ecole-primaire.html"
"0511022J","Ecole primaire","Reims","Rue de la Voie du Moulin, 51360 PRUNAY","ce.0511022J@ac-reims.fr","0326617312","89","true","https://www.education.gouv.fr/annuaire/51360/prunay/ecole/0511022j/ecole-primaire.html"
"0510427M","Ecole primaire","Reims","Rue du Général de Gaulle, 51360 VAL DE VESLE","ce.0510427M@ac-reims.fr","0326039865","135","true","https://www.education.gouv.fr/annuaire/51360/val-de-vesle/ecole/0510427m/ecole-primaire.html"
"0510360P","Ecole élémentaire","Reims","Place de la Mairie, 51370 LES MESNEUX","ce.0510360P@ac-reims.fr","0326365438","49","true","https://www.education.gouv.fr/annuaire/51370/les-mesneux/ecole/0510360p/ecole-elementaire.html"
"0511485M","Ecole élémentaire d'application Jacques Prévert","Reims","4 rue Louis Bertrand, 51370 ST BRICE COURCELLES","ce.0511485M@ac-reims.fr","0326094079","205","true","https://www.education.gouv.fr/annuaire/51370/saint-brice-courcelles/ecole/0511485m/ecole-elementaire-d-application-jacques-prevert.html"
"0511403Y","Ecole maternelle Pauline Kergomard","Reims","2 rue de la commune, 51370 ST BRICE COURCELLES","ce.0511403Y@ac-reims.fr","0326875364","114","true","https://www.education.gouv.fr/annuaire/51370/saint-brice-courcelles/ecole/0511403y/ecole-maternelle-pauline-kergomard.html"
"0511615D","Ecole primaire","Reims","Rue des Ecoles, 51370 CHAMPIGNY","ce.0511615D@ac-reims.fr","0326090495","119","true","https://www.education.gouv.fr/annuaire/51370/champigny/ecole/0511615d/ecole-primaire.html"
"0510449L","Ecole élémentaire","Reims","3 place de la Mairie, 51380 VILLERS MARMERY","ce.0510449L@ac-reims.fr","0326979178","45","true","https://www.education.gouv.fr/annuaire/51380/villers-marmery/ecole/0510449l/ecole-elementaire.html"
"0510464C","Ecole élémentaire","Reims","Rue de l'Ecole, 51380 VAUDEMANGE","ce.0510464C@ac-reims.fr","0326679782","36","true","https://www.education.gouv.fr/annuaire/51380/vaudemange/ecole/0510464c/ecole-elementaire.html"
"0511395P","Ecole primaire","Reims","6 rue Jean Descharmes, 51380 VERZY","ce.0511395P@ac-reims.fr","0326979295","77","true","https://www.education.gouv.fr/annuaire/51380/verzy/ecole/0511395p/ecole-primaire.html"
"0510382N","Ecole primaire","Reims","4 rue des Clos, 51390 PARGNY LES REIMS","ce.0510382N@ac-reims.fr","0326497606","142","true","https://www.education.gouv.fr/annuaire/51390/pargny-les-reims/ecole/0510382n/ecole-primaire.html"
"0512039P","Ecole élémentaire Terme Hilaire","Reims","9 rue du Terme Hilaire, 51400 MOURMELON LE GRAND","ce.0512039P@ac-reims.fr","0326702822","187","true","https://www.education.gouv.fr/annuaire/51400/mourmelon-le-grand/ecole/0512039p/ecole-elementaire-terme-hilaire.html"
"0510369Z","Ecole maternelle Saint-Exupéry","Reims","Rue Jean Pérard, 51400 MOURMELON LE GRAND","ce.0510369Z@ac-reims.fr","0326661132","91","true","https://www.education.gouv.fr/annuaire/51400/mourmelon-le-grand/ecole/0510369z/ecole-maternelle-saint-exupery.html"
"0510384R","Ecole primaire","Reims","3 rue de la Procession, 51400 LES PETITES LOGES","ce.0510384R@ac-reims.fr","0326039633","52","true","https://www.education.gouv.fr/annuaire/51400/les-petites-loges/ecole/0510384r/ecole-primaire.html"
"0510370A","Ecole primaire","Reims","19 rue du 11 Novembre 1918, 51400 MOURMELON LE PETIT","ce.0510370A@ac-reims.fr","0326702245","76","true","https://www.education.gouv.fr/annuaire/51400/mourmelon-le-petit/ecole/0510370a/ecole-primaire.html"
"0512148H","Ecole primaire des deux moulins","Reims","6 rue de la Renaissance, 51400 LIVRY LOUVERCY","ce.0512148H@ac-reims.fr","0326705343","153","true","https://www.education.gouv.fr/annuaire/51400/livry-louvercy/ecole/0512148h/ecole-primaire-des-deux-moulins.html"
"0510283F","Ecole primaire le Petit Prince","Reims","Place Pierre Georges Latecoère, 51400 BOUY","ce.0510283F@ac-reims.fr","0326646046","81","true","https://www.education.gouv.fr/annuaire/51400/bouy/ecole/0510283f/ecole-primaire-le-petit-prince.html"
"0512206w","Groupe Scolaire de l'Orme","Reims","Rue, 51400 LES PETITES LOGES","ce.0512206w@ac-reims.fr","0326039633","0","true","https://www.education.gouv.fr/annuaire/51400/les-petites-loges/ecole/0512206w/groupe-scolaire-de-l-orme.html"
"0510264K","Ecole élémentaire","Reims","17 rue de Reims, 51420 BERRU","ce.0510264K@ac-reims.fr","0326032840","49","true","https://www.education.gouv.fr/annuaire/51420/berru/ecole/0510264k/ecole-elementaire.html"
"0511729C","Ecole élémentaire Gaston Buard","Reims","8 rue Léon Bourgeois, 51420 WITRY LES REIMS","ce.0511729C@ac-reims.fr","0326971795","93","true","https://www.education.gouv.fr/annuaire/51420/witry-les-reims/ecole/0511729c/ecole-elementaire-gaston-buard.html"
"0511992N","Ecole maternelle Jules Verne","Reims","1 RUE DU RUISSEAU DE LA VAUZELLE, 51420 WITRY LES REIMS","ce.0511992N@ac-reims.fr","0326971798","113","true","https://www.education.gouv.fr/annuaire/51420/witry-les-reims/ecole/0511992n/ecole-maternelle-jules-verne.html"
"0510458W","Ecole maternelle les Féchettes","Reims","Impasse Jardine, 51420 WITRY LES REIMS","ce.0510458W@ac-reims.fr","0326971491","49","true","https://www.education.gouv.fr/annuaire/51420/witry-les-reims/ecole/0510458w/ecole-maternelle-les-fechettes.html"
"0510292R","Ecole primaire Jean Moulin","Reims","5 allée des Arts, 51420 CERNAY LES REIMS","ce.0510292R@ac-reims.fr","0326770042","148","true","https://www.education.gouv.fr/annuaire/51420/cernay-les-reims/ecole/0510292r/ecole-primaire-jean-moulin.html"
"0511794Y","Ecole élémentaire Jean Moulin","Reims","3 rue de la Paix, 51430 TINQUEUX","ce.0511794Y@ac-reims.fr","0326083141","237","true","https://www.education.gouv.fr/annuaire/51430/tinqueux/ecole/0511794y/ecole-elementaire-jean-moulin.html"
"0511770X","Ecole élémentaire Pont de Muire","Reims","2 rue Pasteur, 51430 TINQUEUX","ce.0511770X@ac-reims.fr","0326083094","128","true","https://www.education.gouv.fr/annuaire/51430/tinqueux/ecole/0511770x/ecole-elementaire-pont-de-muire.html"
"0511450Z","Ecole maternelle Diderot","Reims","10 RUE M BRES, 51430 TINQUEUX","ce.0511450Z@ac-reims.fr","0326042204","65","true","https://www.education.gouv.fr/annuaire/51430/tinqueux/ecole/0511450z/ecole-maternelle-diderot.html"
"0512150K","Ecole primaire Beauséjour","Reims","38 rue Henry Barbusse, 51430 TINQUEUX","ce.0512150K@ac-reims.fr","0326083044","310","true","https://www.education.gouv.fr/annuaire/51430/tinqueux/ecole/0512150k/ecole-primaire-beausejour.html"
"0510273V","Ecole maternelle la ribambelle","Reims","12 route de Betheny, 51450 BETHENY","ce.0510273V@ac-reims.fr","0326071989","66","true","https://www.education.gouv.fr/annuaire/51450/betheny/ecole/0510273v/ecole-maternelle-la-ribambelle.html"
"0510688W","Ecole élémentaire Jean de la Fontaine","Reims","Rue Jean de la Fontaine, 51460 COURTISOLS","ce.0510688W@ac-reims.fr","0326666414","112","true","https://www.education.gouv.fr/annuaire/51460/courtisols/ecole/0510688w/ecole-elementaire-jean-de-la-fontaine.html"
"0511032V","Ecole maternelle Jean de la Fontaine","Reims","Rue Jean de la Fontaine, 51460 COURTISOLS","ce.0511032V@ac-reims.fr","0326666178","55","true","https://www.education.gouv.fr/annuaire/51460/courtisols/ecole/0511032v/ecole-maternelle-jean-de-la-fontaine.html"
"0510620X","Ecole primaire","Reims","12 rue de la Mairie, 51460 ST ETIENNE AU TEMPLE","ce.0510620X@ac-reims.fr","0326638872","102","true","https://www.education.gouv.fr/annuaire/51460/saint-etienne-au-temple/ecole/0510620x/ecole-primaire.html"
"0511347m","Ecole primaire privée Sainte Marie","Reims","10 RUE MASSEZ, 51460 COURTISOLS","ce.0511347m@ac-reims.fr","0326669280","112","true","https://www.education.gouv.fr/annuaire/51460/courtisols/ecole/0511347m/ecole-primaire-privee-sainte-marie.html"
"0512147G","Ecole maternelle Le Petit Prince","Reims","29 bis boulevard Vauban, 51470 ST MEMMIE","ce.0512147G@ac-reims.fr","0326683584","195","true","https://www.education.gouv.fr/annuaire/51470/saint-memmie/ecole/0512147g/ecole-maternelle-le-petit-prince.html"
"0511024L","Ecole élémentaire","Reims","22 GRANDE RUE, 51480 REUIL","ce.0511024L@ac-reims.fr","0326517530","15","true","https://www.education.gouv.fr/annuaire/51480/reuil/ecole/0511024l/ecole-elementaire.html"
"0510924C","Ecole maternelle","Reims","8 rue de Tarbes, 51480 DAMERY","ce.0510924C@ac-reims.fr","0326584062","58","true","https://www.education.gouv.fr/annuaire/51480/damery/ecole/0510924c/ecole-maternelle.html"
"0510320W","Ecole primaire","Reims","2 place de la Mairie, 51480 CUCHERY","ce.0510320W@ac-reims.fr","0326581426","89","true","https://www.education.gouv.fr/annuaire/51480/cuchery/ecole/0510320w/ecole-primaire.html"
"0510261G","Ecole primaire","Reims","Rue Saint-Rémy, 51490 BEINE NAUROY","ce.0510261G@ac-reims.fr","0326032629","103","true","https://www.education.gouv.fr/annuaire/51490/beine-nauroy/ecole/0510261g/ecole-primaire.html"
"0511456F","Ecole primaire publique","Reims","3 place de la Mairie, 51490 BETHENIVILLE","ce.0511456F@ac-reims.fr","0326037525","107","true","https://www.education.gouv.fr/annuaire/51490/betheniville/ecole/0511456f/ecole-primaire-publique.html"
