RED_IZO;IČO;Zřizovatel;Území;ORP;Plný název;Zkrácený název;Ulice;Č. p.;Č. or.;Část obce;PSČ;Místo;Telefon;Fax;Email 1;Email 2;WWW;Ředitel;IZO;Druh/Typ;Název;Škola - Ulice;Škola - Č. p.;Škola - Č. or.;Škola - Část obce;Škola - PSČ;Škola - Místo;Škola - Kód RÚIAN;Kapacita;Obor;Název.1;Forma;Délka;Jazyk;Kapacita oboru;Vyuč. jazyk oboru;Cizí jazyk;Dobíhající
600106039;75022443;2;CZ0641;6202;Základní škola a Mateřská škola, Sebranice, okres Blansko, příspěvková organizace;Základní škola a Mateřská škola;;133.0;;Sebranice;67931;Sebranice;731 578 588;;reditel.sebranice@seznam.cz;;;Mgr. Lucie Přichystalová;102007225;B00;Základní škola;;133.0;;Sebranice;67931.0;Sebranice;7889763.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
600106047;70886270;2;CZ0641;6202;Základní škola a Mateřská škola Skalice nad Svitavou, příspěvková organizace;Základní škola a Mateřská škola;;101.0;;Skalice nad Svitavou;67901;Skalice nad Svitavou;516 469 189;;skola@skalicenadsvitavou.cz;;;Mgr. Michaela Barkerová Kopecká;102007233;B00;Základní škola;;101.0;;Skalice nad Svitavou;67901.0;Skalice nad Svitavou;7893418.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
600106055;71001981;2;CZ0641;6202;Základní škola Sulíkov, příspěvková organizace;Základní škola;;13.0;;Sulíkov;67962;Sulíkov;724 293 134;;skola@zssulikov.cz;;www.zssulikov.cz;Mgr. Petra Bednářová;102007241;B00;Základní škola;;13.0;;Sulíkov;67962.0;Sulíkov;7896441.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
600106063;62073419;2;CZ0641;6202;Základní škola Šebetov, příspěvková organizace;Základní škola;;118.0;;Šebetov;67935;Šebetov;516 465 440;;zs.sebetov@seznam.cz;;http://www.zs-sebetov.cz;Mgr. Petr Najbr;102007268;B00;Základní škola;;118.0;;Šebetov;67935.0;Šebetov;1988085.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
600106071;71009787;2;CZ0641;6201;Základní škola a Mateřská škola Šebrov, okres Blansko, příspěvková organizace;Základní škola a Mateřská škola;;112.0;;Šebrov;67922;Šebrov-Kateřina;516 431 739;;zssebrov@seznam.cz;;;Mgr. Jana Klozová;102007276;B00;Základní škola;;112.0;;Šebrov;67922.0;Šebrov-Kateřina;1991361.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
600106080;70982520;2;CZ0641;6202;Základní škola a mateřská škola Úsobrno, okres Blansko, příspěvková organizace;Základní škola a mateřská škola;;33.0;;Úsobrno;67939;Úsobrno;731 163 247;;zs.usobrno@seznam.cz;;www.zsusobrno.cz;Bc. Marcela Holubová;102007284;B00;Základní škola;;33.0;;Úsobrno;67939.0;Úsobrno;2039613.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
600106098;75023407;2;CZ0641;6202;Základní škola a mateřská škola Vanovice, okres Blansko, příspěvková organizace;Základní škola a mateřská škola;;130.0;;Vanovice;67936;Vanovice;516 465 622;;zs.vanovice@email.cz;;http://www.skola-vanovice.net;Mgr. Ivana Pfefrová;102007292;B00;Základní škola;;130.0;;Vanovice;67936.0;Vanovice;2043092.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
600106101;62073001;2;CZ0641;6202;Základní škola a mateřská škola Vísky, okres Blansko, příspěvková organizace;Základní škola a mateřská škola;;27.0;;Vísky;67933;Vísky;516 475 821;;skolavisky@email.cz;;www.zsvisky.webnode.cz;Mgr. Antonín Loukota;102007314;B00;Základní škola;;27.0;;Vísky;67933.0;Vísky;2003678.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
600106110;62073435;2;CZ0641;6201;Základní škola Vysočany, okres Blansko;Základní škola;;42.0;;Molenburk;67913;Vysočany;516 435 691;;zs.vysocany@tiscali.cz;;https://zsvysocany.cz/;Mgr. Iveta Kuchařová;102007322;B00;Základní škola;;42.0;;Molenburk;67913.0;Vysočany;7915730.0;90;7901C01;Základní škola;10.0;90;100;90.0;10;;NE
600106128;75021269;2;CZ0641;6201;Základní škola a Mateřská škola Bořitov, okres Blansko, příspěvková organizace;Základní škola a Mateřská škola;Školní;125.0;;Bořitov;67921;Bořitov;775 642 909;;zs.boritov@seznam.cz;;zs.boritov.cz;PhDr. Šárka Hlavatá;102007349;B00;Základní škola;Školní;125.0;;Bořitov;67921.0;Bořitov;1933647.0;120;7901C01;Základní škola;10.0;90;100;120.0;10;;NE
600106136;70996229;2;CZ0641;6202;Základní škola a Mateřská škola Žďárná, okres Blansko, příspěvková organizace;Základní škola a Mateřská škola;;217.0;;Žďárná;67952;Žďárná;516 468 284;;zs.zdarna@seznam.cz;katerina.trneckova@zszdarna.cz;www.zszdarna.cz;Mgr. Kateřina Trnečková;102007373;B00;Základní škola;;217.0;;Žďárná;67952.0;Žďárná;1927701.0;177;7901C01;Základní škola;10.0;90;100;177.0;10;;NE
600106144;65765907;2;CZ0641;6201;Základní škola a mateřská škola Adamov, příspěvková organizace;Základní škola a mateřská škola;Komenského;324.0;4;Adamov;67904;Adamov;515 531 196;515 531 196;zsadamov@adamov.cz;;http://www.adamov.cz/zsadamov;Mgr. Stanislav Tůma;102007381;B00;Základní škola;Komenského;324.0;4;Adamov;67904.0;Adamov;7922591.0;750;7901C01;Základní škola;10.0;90;100;750.0;10;;NE
600106152;62077520;2;CZ0641;6202;Základní škola a Mateřská škola Benešov, okres Blansko, příspěvková organizace;Základní škola a Mateřská škola;;155.0;;Benešov;67953;Benešov;516 467 208;;reditel@zsbenesov.cz;info@zsbenesov.cz;http://www.skola.benesov.u.boskovic.cz;Mgr. Lubomír Šín;102007390;B00;Základní škola;;155.0;;Benešov;67953.0;Benešov;1931326.0;200;7901C01;Základní škola;10.0;90;100;200.0;10;;NE
600106161;49464205;2;CZ0641;6201;Základní škola a Mateřská škola Blansko, Dvorská 26;Základní škola a Mateřská škola;Dvorská;1415.0;26;Blansko;67801;Blansko;516 418 675;;skola@zsdvorska.com;;http://www.zsdvorska.com;Mgr. Bc. Dušan Krumnikl, MBA;102007403;B00;Základní škola;Dvorská;1415.0;26;Blansko;67801.0;Blansko;15234762.0;720;7901C01;Základní škola;10.0;90;100;720.0;10;;NE
600106179;49464213;2;CZ0641;6201;Základní škola a Mateřská škola Blansko, Salmova 17;Základní škola a Mateřská škola;Salmova;1940.0;17;Blansko;67801;Blansko;516 499 551;;info@zssalmova.cz;;http://www.zssalmova.cz;Mgr. Lucie Košťálová;102007411;B00;Základní škola;Salmova;1940.0;17;Blansko;67801.0;Blansko;15240487.0;725;7901C01;Základní škola;10.0;90;100;725.0;10;;NE
600106187;49463276;2;CZ0641;6201;Základní škola Tomáše Garrigua Masaryka Blansko, Rodkovského 2;Základní škola T.G.M.;Rodkovského;822.0;2;Blansko;67801;Blansko;516 419 702;;zstgm@zstgm.cz;;http://www.zstgm.cz;RNDr. Pavel Nezval;102007446;B00;Základní škola;Rodkovského;822.0;2;Blansko;67801.0;Blansko;15228983.0;720;7901C01;Základní škola;10.0;90;100;720.0;10;;NE
600106195;62072757;2;CZ0641;6202;Základní škola Boskovice, nám. 9 května, příspěvková organizace;Základní škola;náměstí 9. května;953.0;8;Boskovice;68001;Boskovice;516 802 290;;zs@zsbce.cz;;http://www.zs.boskovice.cz;Mgr. Martin Staněk;102007489;B00;Základní škola;náměstí 9. května;953.0;8;Boskovice;68001.0;Boskovice;15267571.0;610;7901C01;Základní škola;10.0;90;100;610.0;10;;NE
600106209;62073478;2;CZ0641;6201;Základní škola Černá Hora, příspěvková organizace;Základní škola;Strmá;308.0;;Černá Hora;67921;Černá Hora;516 527 521;516 527 528;reditel@zscernahora.cz;;;Mgr. Jana Holcnerová;102007527;B00;Základní škola;Strmá;308.0;;Černá Hora;67921.0;Černá Hora;7809522.0;480;7901B001;Pomocná škola;10.0;A0;100;1.0;10;;ANO
600106209;62073478;2;CZ0641;6201;Základní škola Černá Hora, příspěvková organizace;Základní škola;Strmá;308.0;;Černá Hora;67921;Černá Hora;516 527 521;516 527 528;reditel@zscernahora.cz;;;Mgr. Jana Holcnerová;102007527;B00;Základní škola;Strmá;308.0;;Černá Hora;67921.0;Černá Hora;7809522.0;480;7901C01;Základní škola;10.0;90;100;480.0;10;;NE
600106217;62073095;2;CZ0641;6201;Základní škola Jedovnice, příspěvková organizace;Základní škola;Nad Rybníkem;401.0;;Jedovnice;67906;Jedovnice;516 442 224;;reditelka@zsjedovnice.cz;ekonom@zsjedovnice.cz;www.zsjedovnice.cz;Ing. Lenka Danielová, Ph.D.;102007535;B00;Základní škola;Nad Rybníkem;401.0;;Jedovnice;67906.0;Jedovnice;7828179.0;520;7901C01;Základní škola;10.0;90;100;520.0;10;;NE
600106225;62073061;2;CZ0641;6202;Základní škola a Mateřská škola Knínice, příspěvková organizace;Základní škola a Mateřská škola;;210.0;;Knínice;67934;Knínice;515 556 142;;info@zskninice.cz;;http://www.zskninice.cz;RNDr. Bc. Jiří Rosenberg;102007543;B00;Základní škola;;210.0;;Knínice;67934.0;Knínice;1949861.0;270;7901B01;Základní škola speciální;10.0;A0;100;1.0;10;;NE
600106225;62073061;2;CZ0641;6202;Základní škola a Mateřská škola Knínice, příspěvková organizace;Základní škola a Mateřská škola;;210.0;;Knínice;67934;Knínice;515 556 142;;info@zskninice.cz;;http://www.zskninice.cz;RNDr. Bc. Jiří Rosenberg;102007543;B00;Základní škola;;210.0;;Knínice;67934.0;Knínice;1949861.0;270;7901C01;Základní škola;10.0;90;100;270.0;10;;NE
600106233;62073290;2;CZ0641;6201;Základní škola a Mateřská škola Křtiny, příspěvková organizace;Základní škola a Mateřská škola;;240.0;;Křtiny;67905;Křtiny;516 439 151;;zskrtiny@zskrtiny.cz;olga.teremova@zskrtiny.cz;http://www.zskrtiny.cz;Mgr. Olga Teremová;102007551;B00;Základní škola;;240.0;;Křtiny;67905.0;Křtiny;25356577.0;280;7901C01;Základní škola;10.0;90;100;280.0;10;;NE
600106241;62073427;2;CZ0641;6202;Základní škola a Mateřská škola Kunštát, příspěvková organizace;Základní škola a Mateřská škola;Brněnská;32.0;;Kunštát;67972;Kunštát;516 462 112;;skola@zskunstat.cz;reditel@zskunstat.cz;http://www.zskunstat.cz;Mgr. Petr Řezníček;102007586;B00;Základní škola;Brněnská;32.0;;Kunštát;67972.0;Kunštát;7838832.0;570;7901C01;Základní škola;10.0;90;100;570.0;10;;NE
600106250;71004165;2;CZ0641;6201;Základní škola a Mateřská škola Lipovec, okres Blansko, příspěvková organizace;Základní škola a Mateřská škola;;167.0;;Lipovec;67915;Lipovec;516 445 184;;zslipovec@email.cz;;http://www.zslipovec.cz;Mgr. Josef Škvařil;102007624;B00;Základní škola;;167.0;;Lipovec;67915.0;Lipovec;15197514.0;330;7901C01;Základní škola;10.0;90;100;330.0;10;;NE
600106268;62073184;2;CZ0641;6201;Základní škola Lipůvka, příspěvková organizace;Základní škola;;283.0;;Lipůvka;67922;Lipůvka;607 714 118;;reditelka@zslipuvka.cz;marcelaantonovicova@seznam.cz;http://www.zslipuvka.cz;Mgr. Marcela Antonovičová;102007659;B00;Základní škola;;283.0;;Lipůvka;67922.0;Lipůvka;1968254.0;390;7901C01;Základní škola;10.0;90;100;390.0;10;;NE
600106276;62072951;2;CZ0643;6217;Základní škola, základní umělecká škola a mateřská škola Lomnice, příspěvková organizace;ZŠ, ZUŠ a MŠ Lomnice;Tišnovská;362.0;;Lomnice;67923;Lomnice;549 450 116;;reditel@zslomnice.cz;;https://www.zslomnice.cz/;Mgr. Richard Mašek, DiS.;102007667;B00;Základní škola;Tišnovská;362.0;;Lomnice;67923.0;Lomnice;15203107.0;390;7901B01;Základní škola speciální;10.0;A0;100;4.0;10;;NE
600106276;62072951;2;CZ0643;6217;Základní škola, základní umělecká škola a mateřská škola Lomnice, příspěvková organizace;ZŠ, ZUŠ a MŠ Lomnice;Tišnovská;362.0;;Lomnice;67923;Lomnice;549 450 116;;reditel@zslomnice.cz;;https://www.zslomnice.cz/;Mgr. Richard Mašek, DiS.;102007667;B00;Základní škola;Tišnovská;362.0;;Lomnice;67923.0;Lomnice;15203107.0;390;7901C01;Základní škola;10.0;90;100;390.0;10;;NE
600106284;47884941;2;CZ0641;6202;Základní škola Edvarda Beneše Lysice;Základní škola Edvarda Beneše;Zákostelí;360.0;;Lysice;67971;Lysice;516 472 215;;kancelar@zslysice.cz;reditel@zslysice.cz;http://www.zs.lysice.cz;Mgr. Pavla Nesnídalová;102007691;B00;Základní škola;Zákostelí;360.0;;Lysice;67971.0;Lysice;7853122.0;550;7901B01;Základní škola speciální;10.0;A0;100;4.0;10;;NE
600106284;47884941;2;CZ0641;6202;Základní škola Edvarda Beneše Lysice;Základní škola Edvarda Beneše;Zákostelí;360.0;;Lysice;67971;Lysice;516 472 215;;kancelar@zslysice.cz;reditel@zslysice.cz;http://www.zs.lysice.cz;Mgr. Pavla Nesnídalová;102007691;B00;Základní škola;Zákostelí;360.0;;Lysice;67971.0;Lysice;7853122.0;550;7901C01;Základní škola;10.0;90;100;550.0;10;;NE
600106292;62073281;2;CZ0641;6202;Základní škola a mateřská škola města Olešnice, příspěvková organizace;Základní škola a mateřská škola;Hliníky;108.0;;Olešnice;67974;Olešnice;516 463 119;;skola@olesnice.cz;;;PaedDr. Zdeněk Peša;102007713;B00;Základní škola;Hliníky;108.0;;Olešnice;67974.0;Olešnice;7860617.0;330;7901C01;Základní škola;10.0;90;100;330.0;10;;NE
600106306;62073346;2;CZ0641;6201;Základní škola a Mateřská škola Ostrov u Macochy, příspěvková organizace;Základní škola a Mateřská škola;;363.0;;Ostrov u Macochy;67914;Ostrov u Macochy;778 429 953;;zsostrovum@zsostrovum.cz;;http://www.zsostrovum.cz;Mgr. Karel Hasoň;102007721;B00;Základní škola;;363.0;;Ostrov u Macochy;67914.0;Ostrov u Macochy;2012031.0;250;7901C01;Základní škola;10.0;90;100;250.0;10;;NE
600106314;62073036;2;CZ0641;6201;Základní škola a mateřská škola Rájec - Jestřebí, okres Blansko;Základní škola a mateřská škola;Školní;446.0;;Rájec;67902;Rájec-Jestřebí;516 432 029;516 432 029;zs-rajec@zs-rajec.cz;;http://www.zs-rajec.cz;Mgr. Jiří Koumar;102007748;B00;Základní škola;Školní;446.0;;Rájec;67902.0;Rájec-Jestřebí;7880634.0;814;7901C01;Základní škola;10.0;90;100;814.0;10;;NE
600106322;62075942;2;CZ0641;6201;Základní škola a mateřská škola Sloup, příspěvková organizace;Základní škola a mateřská škola;;200.0;;Sloup;67913;Sloup;516 435 337;;zs.sloup@centrum.cz;;http://www.zssloup.net;Mgr. Pavel Dočekal;102007756;B00;Základní škola;;200.0;;Sloup;67913.0;Sloup;1981901.0;600;7901C01;Základní škola;10.0;90;100;600.0;10;;NE
600106331;70988617;2;CZ0641;6202;Základní škola Svitávka, okres Blansko, příspěvková organizace;Základní škola;Komenského;157.0;;Svitávka;67932;Svitávka;516 471 289;;zssvitavka@seznam.cz;;http://www.zssvitavka.com;Mgr. Radka Havelková;102007799;B00;Základní škola;Komenského;157.0;;Svitávka;67932.0;Svitávka;7899564.0;360;7901C01;Základní škola;10.0;90;100;360.0;10;;NE
600106349;62073591;2;CZ0641;6202;Základní škola Velké Opatovice, příspěvková organizace;Základní škola;Pod Strážnicí;499.0;;Velké Opatovice;67963;Velké Opatovice;516 498 913;516 498 915;zsvop@zsvelkeopatovice.cz;;http://www.zsvelkeopatovice.cz;Mgr. Karin Petrželková;102007802;B00;Základní škola;Pod Strážnicí;499.0;;Velké Opatovice;67963.0;Velké Opatovice;7935889.0;720;7901C01;Základní škola;10.0;90;100;720.0;10;;NE
600106357;75024161;2;CZ0641;6202;Základní škola Jabloňany, okres Blansko, příspěvková organizace;Základní škola;;38.0;;Jabloňany;67901;Jabloňany;722 172 284;;zs.jablonany@seznam.cz;;www.zsjablonany.cz;Mgr. Kateřina Ščudlová;102108030;B00;Základní škola;;38.0;;Jabloňany;67901.0;Jabloňany;1946927.0;40;7901C01;Základní škola;10.0;90;100;40.0;10;;NE
600106365;70994471;2;CZ0641;6202;Základní škola Nýrov, okres Blansko, příspěvková organizace;Základní škola;;35.0;;Nýrov;67972;Nýrov;516 475 759;;zsnyrov@tiscali.cz;;;Mgr. Petra Tomanová;102108072;B00;Základní škola;;35.0;;Nýrov;67972.0;Nýrov;1970186.0;45;7901C01;Základní škola;10.0;90;100;45.0;10;;NE
600106381;49464191;2;CZ0641;6201;Základní škola Blansko, Erbenova 13;Základní škola;Erbenova;1237.0;13;Blansko;67801;Blansko;516 412 754;;reditel@erbenova.cz;;http://www.erbenova.cz;Mgr. Michal Souček;103019383;B00;Základní škola;Erbenova;1237.0;13;Blansko;67801.0;Blansko;15233065.0;720;7901C01;Základní škola;10.0;90;100;720.0;10;;NE
600106411;75023059;2;CZ0641;6202;Základní škola Voděrady, příspěvková organizace;Základní škola Voděrady;;76.0;;Voděrady;67901;Voděrady;516 472 384;;voderady2@post.cz;bendova.blanka@skolavoderady.cz;www.skolavoderady.cz;Mgr. Blanka Bendová;118100556;B00;Základní škola;;76.0;;Voděrady;67901.0;Voděrady;7911963.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
600106420;75020858;2;CZ0643;6216;Základní škola a mateřská škola Březina, příspěvková organizace;Základní škola a mateřská škola;;50.0;;Březina;67905;Březina;774 763 740;;reditel.brezina@seznam.cz;zs.brezina@seznam.cz;http://www.zsbrezina.cz;Mgr. Jaroslav Wutka;102007039;B00;Základní škola;;50.0;;Březina;67905.0;Březina;1937740.0;100;7901C01;Základní škola;10.0;90;100;100.0;10;;NE
600106438;70990255;2;CZ0641;6202;Základní škola Cetkovice, okres Blansko, příspěvková organizace;Základní škola;Náves;91.0;;Cetkovice;67938;Cetkovice;773 524 718;;reditelka@zs-cetkovice.cz;;;Mgr. Martina Ondrová;102007063;B00;Základní škola;Náves;91.0;;Cetkovice;67938.0;Cetkovice;7804512.0;90;7901C01;Základní škola;10.0;90;100;90.0;10;;NE
600106446;75023423;2;CZ0641;6201;Základní škola Doubravice nad Svitavou, příspěvková organizace;Základní škola;Soukopovo náměstí;90.0;;Doubravice nad Svitavou;67911;Doubravice nad Svitavou;603 188 963;;zsdoubravice@centrum.cz;;http://www.doubravicens.cz/zs;Mgr. Pavlína Bartošová;102007098;B00;Základní škola;Soukopovo náměstí;90.0;;Doubravice nad Svitavou;67911.0;Doubravice nad Svitavou;7814453.0;120;7901C01;Základní škola;10.0;90;100;120.0;10;;NE
600106454;75021528;2;CZ0641;6202;Základní škola a Mateřská škola Křetín, okres Blansko, příspěvková organizace;Základní škola a Mateřská škola;;142.0;;Křetín;67962;Křetín;516 470 626;;skola@zsmskretin.cz;;http://www.zsmskretin.cz;Mgr. Petra Procházková, Mgr.;102007357;B00;Základní škola;;142.0;;Křetín;67962.0;Křetín;1958712.0;100;7901C01;Základní škola;10.0;90;100;100.0;10;;NE
600107949;44993978;2;CZ0642;6203;Základní škola a mateřská škola Brno, Kotlářská 4, příspěvková organizace;Základní škola a mateřská škola;Kotlářská;655.0;4;Veveří;60200;Brno;517 070 970;;kotlarska@kotlarska.cz;lzridkavesely@kotlarska.cz;www.kotlarska.cz;PhDr. Pavel Vyhňák;44993978;B00;Základní škola;Kotlářská;655.0;4;Veveří;60200.0;Brno;19173024.0;800;7901C01;Základní škola;10.0;90;100;800.0;10;;NE
600107957;48512575;2;CZ0642;6203;Základní škola a mateřská škola, Brno, Horníkova 1, příspěvková organizace;Základní škola a mateřská škola;Horníkova;2170.0;1;Líšeň;62800;Brno;725 984 708;;sekretariat@zshornikova.cz;rburda@zshornikova.cz;https://www.zshornikova.cz/;Mgr. Roman Burda;48512575;B00;Základní škola;Horníkova;2170.0;1;Líšeň;62800.0;Brno;19433182.0;680;7901C01;Základní škola;10.0;90;100;680.0;10;;NE
600107965;48512648;2;CZ0642;6203;Základní škola Brno, nám. Míru 3, příspěvková organizace;Základní škola;náměstí Míru;375.0;3;Stránice;60200;Brno;543 211 805;543 212 222;zsmiru@zsmirubrno.cz;;http://www.zsmirubrno.cz;Mgr. Kateřina Julínková;48512648;B00;Základní škola;náměstí Míru;375.0;3;Stránice;60200.0;Brno;19155425.0;360;7901C01;Základní škola;10.0;90;100;360.0;10;;NE
600107973;49466623;2;CZ0642;6203;Základní škola a Mateřská škola Brno, Merhautova 37, příspěvková organizace;Základní škola a Mateřská škola;Merhautova;932.0;37;Černá Pole;61300;Brno;545 211 651;545 215 461;sekretariat@zsmerhautova.cz;;http://www.zsmerhautova.cz;PaedDr. Jana Foltýnová,, Ph.D.;49466623;B00;Základní škola;Merhautova;932.0;37;Černá Pole;61300.0;Brno;19297688.0;1020;7901C01;Základní škola;10.0;90;100;1020.0;10;;NE
600107981;62156624;2;CZ0642;6203;Základní škola Brno, Jana Babáka 1, příspěvková organizace;Základní škola;Jana Babáka;1960.0;1;Žabovřesky;61600;Brno;549 241 608;;zsbabak@seznam.cz;;http://www.zsbabak.cz;Mgr. Ivo Pokorný;62156624;B00;Základní škola;Jana Babáka;1960.0;1;Žabovřesky;61600.0;Brno;19596359.0;650;7901C01;Základní škola;10.0;90;100;650.0;10;;NE
600107990;44994044;2;CZ0642;6203;Základní škola, Brno, Masarova 11, příspěvková organizace;Základní škola;Masarova;2360.0;11;Líšeň;62800;Brno;544 321 200;;zsmasarova@zsmasarova.cz;;http://www.zsmasarova.cz;Mgr. Alexandra Zálešáková;44994044;B00;Základní škola;Masarova;2360.0;11;Líšeň;62800.0;Brno;19435126.0;750;7901C01;Základní škola;10.0;90;100;750.0;10;;NE
600108007;48510921;2;CZ0642;6203;Základní škola, Brno, Gajdošova 3;Základní škola;Gajdošova;1282.0;3;Židenice;61500;Brno;533 440 541;;sekretariat@zsgajdosova.cz;;http://www.zsgajdosova.cz;Mgr. Rostislav Novotný, MBA;48510921;B00;Základní škola;Gajdošova;1282.0;3;Židenice;61500.0;Brno;19631626.0;800;7901C01;Základní škola;10.0;90;100;800.0;10;;NE
600108015;48511927;2;CZ0642;6203;Základní škola Brno, Svážná 9, příspěvková organizace;Základní škola;Svážná;438.0;9;Nový Lískovec;63400;Brno;547 427 111;547 427 127;reditel@zssvazna.cz;skola@zssvazna.cz;http://www.zssvazna.cz;Mgr. Petr Punčochář;48511927;B00;Základní škola;Svážná;438.0;9;Nový Lískovec;63400.0;Brno;19484780.0;650;7901C01;Základní škola;10.0;90;100;650.0;10;;NE
600108023;48512681;2;CZ0642;6203;Základní škola Brno, Bakalovo nábřeží 8, příspěvková organizace;Základní škola;Bakalovo nábřeží;8.0;8;Štýřice;63900;Brno;543 212 725;543 215 247;skola@bakalka.cz;;http://www.bakalka.cz;PhDr. Yveta Gašparcová;48512681;B00;Základní škola;Bakalovo nábřeží;8.0;8;Štýřice;63900.0;Brno;19121628.0;760;7901C01;Základní škola;10.0;90;100;760.0;18;02;NE
600108031;48512699;2;CZ0642;6203;Základní škola Brno, Úvoz 55, příspěvková organizace;Základní škola;Úvoz;423.0;55;Veveří;60200;Brno;541 213 257;;reditel@zsuvoz.cz;skola@zsuvoz.cz;http://www.zsuvoz.cz;Mgr. Miloš Doležal;48512699;B00;Základní škola;Úvoz;423.0;55;Veveří;60200.0;Brno;19170041.0;560;7901C01;Základní škola;10.0;90;100;560.0;10;;NE
600108040;48512702;2;CZ0642;6203;Základní škola a mateřská škola Brno, nám. 28. října 22, příspěvková organizace;Základní škola a mateřská škola;náměstí 28. října;1902.0;22;Černá Pole;60200;Brno;545 574 997;545 212 165;info@osmec.cz;;http://www.osmec.cz;Mgr. Ludmila Altmanová;48512702;B00;Základní škola;náměstí 28. října;1902.0;22;Černá Pole;60200.0;Brno;19196661.0;450;7901C01;Základní škola;10.0;90;100;450.0;10;;NE
600108058;48513091;2;CZ0642;6203;Základní škola Brno, Vejrostova 1, příspěvková organizace;Základní škola;Vejrostova;1066.0;1;Bystrc;63500;Brno;546 220 173;546 211 322;martin.janas@vejrostova.cz;;www.vejrostova.cz;Mgr. Martin Janás;48513091;B00;Základní škola;Vejrostova;1066.0;1;Bystrc;63500.0;Brno;19318162.0;930;7901C01;Základní škola;10.0;90;100;930.0;10;;NE
600108066;48513121;2;CZ0642;6203;Základní škola Brno, Heyrovského 32, příspěvková organizace;Základní škola;Heyrovského;611.0;32;Bystrc;63500;Brno;546 432 260;546 432 263;info@zshey32.cz;;http://www.zsheyrovskeho32brno.cz;Mgr. Ludmila Eliášová;48513121;B00;Základní škola;Heyrovského;611.0;32;Bystrc;63500.0;Brno;19313390.0;600;7901C01;Základní škola;10.0;90;100;600.0;10;;NE
600108074;48513245;2;CZ0642;6203;Základní škola a Mateřská škola Brno, Chalabalova 2, příspěvková organizace;Základní škola a Mateřská škola;Chalabalova;575.0;2;Kohoutovice;62300;Brno;547 422 642;547 382 747;vmoskvan@chalabalova.cz;vburesova@chalabalova.cz;;PhDr. Vladimír Moškvan;48513245;B00;Základní škola;Chalabalova;575.0;2;Kohoutovice;62300.0;Brno;19385081.0;650;7901C01;Základní škola;10.0;90;100;650.0;10;;NE
600108082;49465872;2;CZ0642;6203;Základní škola, Brno, Labská 27, příspěvková organizace;Základní škola;Labská;269.0;27;Starý Lískovec;62500;Brno;547 218 165;547 243 698;skola@zslabska.cz;reditel@zslabska.cz;http://www.zslabska.cz;Mgr. Michal Dlouhý;49465872;B00;Základní škola;Labská;269.0;27;Starý Lískovec;62500.0;Brno;79164455.0;600;7901C01;Základní škola;10.0;90;100;600.0;10;;NE
600108091;49466135;2;CZ0642;6203;Základní škola, Brno, Řehořova 3, příspěvková organizace;Základní škola;Řehořova;1020.0;3;Černovice;61800;Brno;548 422 951;548 422 950;sekretariat@zsrehorova.cz;;www.zsrehorova.cz;Mgr. Josef Binek;49466135;B00;Základní škola;Řehořova;1020.0;3;Černovice;61800.0;Brno;19351780.0;450;7901C01;Základní škola;10.0;90;100;450.0;10;;NE
600108104;49466241;2;CZ0642;6203;Základní škola Brno, Arménská 21, příspěvková organizace;Základní škola;Arménská;573.0;21;Bohunice;62500;Brno;547 211 667;;reditel@zsarmenska.cz;skola@zsarmenska.cz;http://www.zsarmenska.cz;Mgr. Petr Holánek;49466241;B00;Základní škola;Arménská;573.0;21;Bohunice;62500.0;Brno;19216530.0;810;7901C01;Základní škola;10.0;90;100;810.0;10;;NE
600108112;49466607;2;CZ0642;6203;Základní škola a Mateřská škola Brno, Milénova 14, příspěvková organizace;Základní škola a Mateřská škola;Milénova;808.0;14;Lesná;63800;Brno;548 422 942;;skola@zsmilenova.cz;;http://www.zsmilenova.cz;Mgr. Jiří Křenek;49466607;B00;Základní škola;Milénova;808.0;14;Lesná;63800.0;Brno;19266898.0;720;7901C01;Základní škola;10.0;90;100;720.0;10;;NE
600108121;49466631;2;CZ0642;6203;Základní škola a Mateřská škola Brno, Blažkova 9, příspěvková organizace;Základní škola a Mateřská škola;Blažkova;21.0;9;Lesná;63800;Brno;548 422 740;;skola@zsblazkova.cz;;www.zsblazkova.cz;Mgr. Petr Kapounek;49466631;B00;Základní škola;Blažkova;21.0;9;Lesná;63800.0;Brno;19258330.0;700;7901C01;Základní škola;10.0;90;100;700.0;10;;NE
600108139;49467247;2;CZ0642;6203;Základní škola, Brno, Krásného 24;Základní škola;Krásného;3191.0;24;Židenice;63600;Brno;548 216 559;;info@zskrasneho.cz; machackova@zskrasneho.cz;http://www.zskrasneho.cz;Mgr.  Jeanette Macháčková;49467247;B00;Základní škola;Krásného;3191.0;24;Židenice;63600.0;Brno;19651872.0;500;7901C01;Základní škola;10.0;90;100;500.0;10;;NE
