source,school_type,school_name,school_name_en,moe_code,subdistrict,district,province,address,postcode,telephone,email,website,curriculum,level_min,level_max,students,boarding,geo_location,latitude,longitude
OBEC (Public),Public,หนองผักแว่นโป่งสังข์วิทยา,,1040050596,หว้าทอง,ภูเวียง,ขอนแก่น,- -,40150,0810559897,,,Thai National Curriculum,อ.2,ม.3,137,,พื้นราบ,16.770216,102.458544
OBEC (Public),Public,บ้านห้วยบง,,1040050628,หว้าทอง,ภูเวียง,ขอนแก่น,- -,40150,,,,Thai National Curriculum,อ.1,ป.6,38,,พื้นราบ,16.738732,102.451988
OBEC (Public),Public,บ้านพระบาท,,1040050623,หว้าทอง,ภูเวียง,ขอนแก่น,- -,40150,092754191,,,Thai National Curriculum,อ.1,ป.6,30,,พื้นราบ,16.720543,102.442467
OBEC (Public),Public,บ้านหว้าทอง,,1040050627,หว้าทอง,ภูเวียง,ขอนแก่น,บ้านหว้าทอง --,40150,043260469,,,Thai National Curriculum,อ.2,ป.5,54,,พื้นราบ,16.702976,102.432774
OBEC (Public),Public,นาฝายวิทยา,,1040050565,นาฝาย,ภูผาม่าน,ขอนแก่น,- -,40350,081-3209514,,,Thai National Curriculum,อ.2,ม.3,122,,พื้นราบ,16.666128,101.849293
OBEC (Public),Public,บ้านสะแกเครือ,,1040050567,นาฝาย,ภูผาม่าน,ขอนแก่น,โรงเรียนบ้า่นสะแกเครือ -,40350,0902019758,,,Thai National Curriculum,ป.1,ป.6,29,,พื้นราบ,16.655456,101.862574
OBEC (Public),Public,บ้านสองคอน,,1040050568,นาฝาย,ภูผาม่าน,ขอนแก่น,- -,40350,-,,,Thai National Curriculum,อ.2,ป.6,29,,พื้นราบ,16.662803,101.84029
OBEC (Public),Public,บ้านโนนคอม,,1040050574,โนนคอม,ภูผาม่าน,ขอนแก่น,96 หนองเขียด-วังสวาบ,40350,043396030,,,Thai National Curriculum,อ.2,ป.6,145,,พื้นราบ,16.637285,101.916005
OBEC (Public),Public,บ้านป่ากล้วย,,1040050576,โนนคอม,ภูผาม่าน,ขอนแก่น,68/1 -,40350,043396205,,,Thai National Curriculum,อ.2,ม.3,196,,พื้นราบ,16.642211,101.943963
OBEC (Public),Public,บ้านสว่างโนนสูง,,1040050577,ภูผาม่าน,ภูผาม่าน,ขอนแก่น,บ้านห้วยถ้ำเต่า 0,40350,0967254924,,,Thai National Curriculum,อ.2,ป.6,24,,พื้นราบ,16.671229,101.943076
OBEC (Public),Public,บ้านโนนสว่างท่ากระบือ,,1040050575,ภูผาม่าน,ภูผาม่าน,ขอนแก่น,บ้านภูผาม่าน หนองเขียด-วังสวาบ,40350,043396029,,,Thai National Curriculum,อ.2,ป.6,190,,พื้นราบ,16.643818,101.905614
OBEC (Public),Public,บ้านนาน้ำซำ,,1040050573,ภูผาม่าน,ภูผาม่าน,ขอนแก่น,0 -,40350,0821395998,,,Thai National Curriculum,อ.3,ป.6,43,,พื้นราบ,16.665579,101.920895
OBEC (Public),Public,หนองแห้ววังมนศึกษา,,1040050569,วังสวาบ,ภูผาม่าน,ขอนแก่น,- ขอนแก่น-หล่มสัก,40350,0800097188,,,Thai National Curriculum,อ.2,ม.3,145,,พื้นราบ,16.653018,101.802089
OBEC (Public),Public,บ้านวังสวาบ,,1040050566,วังสวาบ,ภูผาม่าน,ขอนแก่น,ม.1 ต.วังสวาบ อ.ภูผาม่าน จ.ขอนแก่น ภูผาม่าน-วังสวาบ,40350,043260346,,,Thai National Curriculum,อ.2,ม.3,118,,พื้นราบ,16.708632,101.846834
OBEC (Public),Public,บ้านเขาวง,,1040050564,วังสวาบ,ภูผาม่าน,ขอนแก่น,25 ชุมแพ-หล่มสัก,40350,043-260151,,,Thai National Curriculum,อ.2,ป.6,43,,พื้นราบ,16.648546,101.779275
OBEC (Public),Public,บ้านทรัพย์สมบูรณ์,,1040050572,ห้วยม่วง,ภูผาม่าน,ขอนแก่น,236 -,40350,043914115,,,Thai National Curriculum,อ.2,ม.3,325,,พื้นราบ,16.750297,101.908825
OBEC (Public),Public,ชีพอนุสรณ์,,1040050570,ห้วยม่วง,ภูผาม่าน,ขอนแก่น,205 -,40350,043914001,,,Thai National Curriculum,อ.1,ป.6,136,,พื้นราบ,16.733654,101.929659
OBEC (Public),Public,บ้านจอมศรี,,1041680430,จอมศรี,เพ็ญ,อุดรธานี,- -,41150,-,,,Thai National Curriculum,อ.2,ป.6,125,,พื้นราบ,17.833743,102.888834
OBEC (Public),Public,บ้านซำภูทอง,,1040050571,ห้วยม่วง,ภูผาม่าน,ขอนแก่น,- -,40350,0862308160,,,Thai National Curriculum,อ.3,ป.6,68,,พื้นราบ,16.714412,101.929661
OBEC (Public),Public,นาหม่อโนนลานประชาสรรค์,,1040051031,กุดธาตุ,หนองนาคำ,ขอนแก่น,บ้านหัวนาหม่อ -,40150,043260530,,,Thai National Curriculum,อ.2,ม.3,181,,พื้นราบ,16.854003,102.305346
OBEC (Public),Public,บ้านกุดธาตุ,,1040051032,กุดธาตุ,หนองนาคำ,ขอนแก่น,- สะอาด - หนองตาไก้,40150,,,,Thai National Curriculum,อ.2,ม.3,228,,พื้นราบ,16.882141,102.261956
OBEC (Public),Public,บ้านโคกนาฝาย,,1040051033,กุดธาตุ,หนองนาคำ,ขอนแก่น,- -,40150,,,,Thai National Curriculum,อ.2,ป.6,89,,พื้นราบ,16.824041,102.334844
OBEC (Public),Public,บ้านนาดี,,1040051034,กุดธาตุ,หนองนาคำ,ขอนแก่น,- -,40150,043260530,,,Thai National Curriculum,อ.2,ม.3,218,,พื้นราบ,16.810662,102.314098
OBEC (Public),Public,บ้านสะอาด,,1040051035,กุดธาตุ,หนองนาคำ,ขอนแก่น,- -,40150,-,,,Thai National Curriculum,อ.2,ม.3,153,,พื้นราบ,16.880632,102.289158
OBEC (Public),Public,บ้านหัวภู,,1040051036,กุดธาตุ,หนองนาคำ,ขอนแก่น,- -,40150,0898055328,,,Thai National Curriculum,อ.2,ป.6,34,,พื้นราบ,16.866353,102.233591
OBEC (Public),Public,หนองแวงวิทยา,,1040051037,กุดธาตุ,หนองนาคำ,ขอนแก่น,150 -,40150,08957203535,,,Thai National Curriculum,อ.2,ป.6,135,,พื้นราบ,16.826351,102.316253
OBEC (Public),Public,บ้านขนวน,,1040051038,ขนวน,หนองนาคำ,ขอนแก่น,- -,40150,043217909,,,Thai National Curriculum,อ.2,ม.3,298,,พื้นราบ,16.785453,102.383183
OBEC (Public),Public,บ้านศาลาดิน,,1040051039,ขนวน,หนองนาคำ,ขอนแก่น,48 -,40150,043-041371,,,Thai National Curriculum,อ.2,ป.6,42,,พื้นราบ,16.751278,102.391099
OBEC (Public),Public,บ้านหนองกุงคชสาร,,1040051040,ขนวน,หนองนาคำ,ขอนแก่น,- ภูเวียง-ศรีบุญเรือง,40150,0,,,Thai National Curriculum,อ.2,ป.6,28,,พื้นราบ,16.75978,102.362733
OBEC (Public),Public,บ้านหนองพู่วังหินซา,,1040051042,ขนวน,หนองนาคำ,ขอนแก่น,- -,40150,0894216123,,,Thai National Curriculum,อ.2,ป.6,69,,พื้นราบ,16.790046,102.395419
OBEC (Public),Public,บ้านคึมชาติประชาสรรค์,,1040051045,ขนวน,หนองนาคำ,ขอนแก่น,- -,40150,0,,,Thai National Curriculum,อ.1,ป.6,25,,พื้นราบ,16.751604,102.412355
OBEC (Public),Public,บ้านหนองหญ้าปล้องหนองหว้า,,1040051043,บ้านโคก,หนองนาคำ,ขอนแก่น,- -,40150,0872385944,,,Thai National Curriculum,อ.2,ป.6,106,,พื้นราบ,16.800131,102.355563
OBEC (Public),Public,บ้านหนองหอย,,1040051044,บ้านโคก,หนองนาคำ,ขอนแก่น,- -,40150,043041373,,,Thai National Curriculum,อ.2,ป.6,73,,พื้นราบ,16.79148,102.358808
OBEC (Public),Public,บ้านหนองนาคำ,,1040051041,บ้านโคก,หนองนาคำ,ขอนแก่น,- -,40150,,,,Thai National Curriculum,อ.2,ป.6,222,,พื้นราบ,16.80137,102.336085
OBEC (Public),Public,บ้านเขาวงสาขาดงสะคร่านตาดฟ้า,,1040051193,วังสวาบ,ภูผาม่าน,ขอนแก่น,หมู่บ้านดงสะคร่าน ชุมแพ-หล่มสัก,40350,,,,Thai National Curriculum,อ.2,ป.6,62,,โรงเรียนที่ตั้งอยู่บนสันเขา เชิงเขา หรือพื้นที่ระหว่างหุบเขาที่มีความยากลำบากในการเดินทาง,16.733028,101.791733
OBEC (Public),Public,บ้านท่าตูมดงสระพัง,,1041680065,กุดสระ,เมืองอุดรธานี,อุดรธานี,บ้านดงสระพัง มิตรภาพ(อุดรธานี - หนองคาย),41000,042266378,,,Thai National Curriculum,อ.2,ป.6,116,,พื้นราบ,17.422152,102.790812
OBEC (Public),Public,มิตรภาพ 6,,1041680066,กุดสระ,เมืองอุดรธานี,อุดรธานี,157 มิตรภาพ (อุดรธานี-หนองคาย),41000,042206360,,,Thai National Curriculum,อ.2,ป.6,165,,พื้นราบ,17.504543,102.799097
OBEC (Public),Public,บ้านโนนยางโนนบ่อ,,1041680067,กุดสระ,เมืองอุดรธานี,อุดรธานี,286 -,41000,-,,,Thai National Curriculum,อ.2,ป.6,47,,พื้นราบ,17.489266,102.819594
OBEC (Public),Public,บ้านขมิ้นบ่อโคลน,,1041680068,กุดสระ,เมืองอุดรธานี,อุดรธานี,บ้านขมิ้น -,41000,042220227,,,Thai National Curriculum,อ.2,ป.6,69,,พื้นราบ,17.495305,102.854686
OBEC (Public),Public,บ้านดอนหวาย,,1041680070,กุดสระ,เมืองอุดรธานี,อุดรธานี,0 -,41000,,,,Thai National Curriculum,อ.2,ป.6,41,,พื้นราบ,17.449796,102.81302
OBEC (Public),Public,นิคมสร้างตนเองเชียงพิณ 3,,1041680046,โคกสะอาด,เมืองอุดรธานี,อุดรธานี,100 อุดร-หนองบัวลำภู,41000,042-214513,,,Thai National Curriculum,อ.2,ป.6,158,,พื้นราบ,17.322158,102.649477
OBEC (Public),Public,นิคมสร้างตนเองเชียงพิณ 5,,1041680047,โคกสะอาด,เมืองอุดรธานี,อุดรธานี,- -,41000,0845189488,,,Thai National Curriculum,อ.2,ป.6,57,,พื้นราบ,17.342179,102.63251
OBEC (Public),Public,บ้านนาสมบูรณ์,,1041680048,โคกสะอาด,เมืองอุดรธานี,อุดรธานี,10 อุดรธานี-เขื่อนห้วยหลวง,41000,042250560,,,Thai National Curriculum,อ.2,ป.6,33,,พื้นราบ,17.355344,102.640504
OBEC (Public),Public,บ้านโคกสะอาดศรีบูรพา,,1041680049,โคกสะอาด,เมืองอุดรธานี,อุดรธานี,- บ้านโคกสะอาด,41000,042248892,,,Thai National Curriculum,อ.2,ม.3,147,,พื้นราบ,17.383047,102.603561
OBEC (Public),Public,บ้านหนองสวรรค์ (ไชยเชียงพิณ),,1041680053,เชียงพิณ,เมืองอุดรธานี,อุดรธานี,116 ถนนอุดรธานี - กุดจับ,41000,042263545,,,Thai National Curriculum,อ.2,ป.6,77,,พื้นราบ,17.409462,102.755668
OBEC (Public),Public,บ้านหนองโอนหนองฮาง,,1041680054,เชียงพิณ,เมืองอุดรธานี,อุดรธานี,บ้านหนองฮาง อุดร - กุดจับ,41000,-,,,Thai National Curriculum,อ.1,ป.6,95,,พื้นราบ,17.409785,102.6928
OBEC (Public),Public,บ้านจำปาวิทยา,,1041680055,เชียงพิณ,เมืองอุดรธานี,อุดรธานี,บ้านจำปา ต.เชียงพิณ อ.เมือง จ.อุดรธานี อุดร-กุดจับ,41000,042-220228,,,Thai National Curriculum,อ.2,ป.6,10,,พื้นราบ,17.396637,102.733084
OBEC (Public),Public,บ้านเชียงพิณ,,1041680056,เชียงพิณ,เมืองอุดรธานี,อุดรธานี,990 -,41000,042263708,,,Thai National Curriculum,อ.2,ป.6,109,,พื้นราบ,17.417429,102.724959
OBEC (Public),Public,นาคลองหนองศรีคามวิทยา,,1041680057,เชียงพิณ,เมืองอุดรธานี,อุดรธานี,บ้านนาคลอง อุดร - หนองบัวลำภู,41000,0991704119,,,Thai National Curriculum,อ.2,ป.6,81,,พื้นราบ,17.38554,102.735733
OBEC (Public),Public,บ้านเชียงยืน,,1041680109,เชียงยืน,เมืองอุดรธานี,อุดรธานี,หมู่ 1 -,41000,042125556,,,Thai National Curriculum,อ.2,ม.3,281,,พื้นราบ,17.452578,102.69327
OBEC (Public),Public,บ้านอีหลุ่ง,,1041680111,เชียงยืน,เมืองอุดรธานี,อุดรธานี,235 -,41000,0819646788,,,Thai National Curriculum,อ.2,ป.6,93,,พื้นราบ,17.453932,102.673605
OBEC (Public),Public,บ้านจำปา,,1041680112,เชียงยืน,เมืองอุดรธานี,อุดรธานี,หมู่ 10  บ้านจำปา ต.เชียงยืน  อ.เมือง จ.อุดรธานี ถ. อุดร-เชียงยืน,41000,042 220229,,,Thai National Curriculum,อ.2,ป.6,66,,พื้นราบ,17.448207,102.637041
OBEC (Public),Public,บ้านข่าทุ่งม่วงโนนศรีสมบูรณ์,,1041680431,จอมศรี,เพ็ญ,อุดรธานี,- -,41150,,,,Thai National Curriculum,อ.2,ป.6,124,,พื้นราบ,17.816307,102.858961
OBEC (Public),Public,บ้านป่องมหิดลอนุสรณ์ 6,,1041680113,เชียงยืน,เมืองอุดรธานี,อุดรธานี,ต.เชียงยืน -,41000,042251033,,,Thai National Curriculum,อ.2,ป.6,43,,พื้นราบ,17.429184,102.62595
OBEC (Public),Public,บ้านหนองน้ำเค็ม,,1041680117,เชียงยืน,เมืองอุดรธานี,อุดรธานี,184 -,41000,042125596,,,Thai National Curriculum,อ.2,ป.6,78,,พื้นราบ,17.431618,102.691718
OBEC (Public),Public,บ้านโนนสวรรค์,,1041680052,เชียงยืน,เมืองอุดรธานี,อุดรธานี,บ้านโนนสวรรค์ อุดร - กุดจับ,41000,0856836155,,,Thai National Curriculum,อ.3,ป.6,22,,พื้นราบ,17.411281,102.647054
OBEC (Public),Public,บ้านหนองหลอด,,1041680110,เชียงยืน,เมืองอุดรธานี,อุดรธานี,- -,41000,042-125502,,,Thai National Curriculum,อ.2,ม.3,207,,พื้นราบ,17.463719,102.700396
OBEC (Public),Public,บ้านหนองตอสูงแคน,,1041680114,เชียงยืน,เมืองอุดรธานี,อุดรธานี,- -,41000,,,,Thai National Curriculum,อ.2,ม.3,121,,พื้นราบ,17.461205,102.738067
OBEC (Public),Public,บ่อน้อยประชาสรรค์,,1041680115,เชียงยืน,เมืองอุดรธานี,อุดรธานี,หมู่ 11 -,41000,042220230,,,Thai National Curriculum,อ.2,ม.3,121,,พื้นราบ,17.479214,102.716335
OBEC (Public),Public,บ้านนาเยีย,,1041680116,เชียงยืน,เมืองอุดรธานี,อุดรธานี,- -,41000,-,,,Thai National Curriculum,อ.2,ป.6,39,,พื้นราบ,17.452535,102.720649
OBEC (Public),Public,บ้านเชียงพัง,,1041680088,นากว้าง,เมืองอุดรธานี,อุดรธานี,- -,41000,042127030,,,Thai National Curriculum,อ.2,ป.6,130,,พื้นราบ,17.506612,102.744263
OBEC (Public),Public,ชุมชนนากว้างพัฒนศึกษา,,1041680089,นากว้าง,เมืองอุดรธานี,อุดรธานี,อุดรธานี nakwang,41000,042129429,,,Thai National Curriculum,อ.2,ป.6,177,,พื้นราบ,17.506799,102.759343
OBEC (Public),Public,บ้านนาทาม,,1041680090,นากว้าง,เมืองอุดรธานี,อุดรธานี,บ้านนาทาม -,41000,042-220004,,,Thai National Curriculum,ป.5,ป.6,3,,พื้นราบ,17.487382,102.743266
OBEC (Public),Public,บ้านหมากตูมดอนยานาง,,1041680077,นาข่า,เมืองอุดรธานี,อุดรธานี,-- --,41000,042 180502,,,Thai National Curriculum,อ.2,ม.3,203,,พื้นราบ,17.517502,102.855483
OBEC (Public),Public,ไทยรัฐวิทยา ๙๒ (ชุมชนนาข่า),,1041680071,นาข่า,เมืองอุดรธานี,อุดรธานี,245/2 มิตรภาพ,41000,042218180,,,Thai National Curriculum,อ.2,ม.3,282,,พื้นราบ,17.551538,102.79968
OBEC (Public),Public,บ้านถ่อนใหญ่ถ่อนน้อย,,1041680072,นาข่า,เมืองอุดรธานี,อุดรธานี,- อุดร-บ้านดุง,41000,084-7422214,,,Thai National Curriculum,อ.2,ป.6,86,,พื้นราบ,17.552142,102.818189
OBEC (Public),Public,บ้านเหล่าดอนแตง,,1041680073,นาข่า,เมืองอุดรธานี,อุดรธานี,126 -,41000,0833273465,,,Thai National Curriculum,อ.2,ป.6,42,,พื้นราบ,17.559428,102.820525
OBEC (Public),Public,บ้านนาคำหลวง,,1041680074,นาข่า,เมืองอุดรธานี,อุดรธานี,13 อุดร - สุมเส้า,41000,042-220231,,,Thai National Curriculum,อ.2,ม.3,303,,พื้นราบ,17.552932,102.880811
OBEC (Public),Public,บ้านงอยเลิงทอง,,1041680075,นาข่า,เมืองอุดรธานี,อุดรธานี,- -,41000,042-206401,,,Thai National Curriculum,อ.2,ป.6,86,,พื้นราบ,17.517852,102.825871
OBEC (Public),Public,ประชาสามัคคี,,1041680076,นาข่า,เมืองอุดรธานี,อุดรธานี,- -,41000,,,,Thai National Curriculum,อ.2,ป.6,125,,พื้นราบ,17.53035,102.810192
OBEC (Public),Public,บ้านศรีเชียงใหม่,,1041680038,นาดี,เมืองอุดรธานี,อุดรธานี,_ _,41000,_,,,Thai National Curriculum,อ.2,ป.6,50,,พื้นราบ,17.348447,102.736586
OBEC (Public),Public,บ้านกุดลิงง้อหนองแก,,1041680039,นาดี,เมืองอุดรธานี,อุดรธานี,บ้านหนองแก -,41000,042220297,,,Thai National Curriculum,อ.2,ป.6,53,,พื้นราบ,17.328702,102.725693
OBEC (Public),Public,บ้านนาแอง,,1041680051,นิคมสงเคราะห์,เมืองอุดรธานี,อุดรธานี,บ้านนาแอง -,41000,042201046,,,Thai National Curriculum,อ.2,ป.6,93,,พื้นราบ,17.39239,102.70547
OBEC (Public),Public,ชุมชนนิคมสร้างตนเองเชียงพิณ 2,,1041680045,นิคมสงเคราะห์,เมืองอุดรธานี,อุดรธานี,200 อุดร-หนองบัวลำภู,41000,042-237144,,,Thai National Curriculum,อ.1,ป.6,39,,พื้นราบ,17.341781,102.670135
OBEC (Public),Public,บ้านนิคมพัฒนา,,1041680050,นิคมสงเคราะห์,เมืองอุดรธานี,อุดรธานี,111 -,41000,0894166044,,,Thai National Curriculum,อ.1,ป.6,79,,พื้นราบ,17.356447,102.658094
OBEC (Public),Public,บ้านหนองขุ่นเหล่าหลักวิทยา,,1041680040,นิคมสงเคราะห์,เมืองอุดรธานี,อุดรธานี,103 อุดร-หนองบัวลำภู,41000,042201020,,,Thai National Curriculum,อ.2,ม.3,168,,พื้นราบ,17.369363,102.716102
OBEC (Public),Public,บ้านปากดงส่งเสริมธรรม,,1041680041,นิคมสงเคราะห์,เมืองอุดรธานี,อุดรธานี,บ้านปากดง อุดร-หนองบัวลำภู,41000,042201067,,,Thai National Curriculum,อ.2,ป.6,68,,พื้นราบ,17.360915,102.698476
OBEC (Public),Public,ชุมชนโนนสูง,,1041680091,โนนสูง,เมืองอุดรธานี,อุดรธานี,70 อุดร-ขอนแก่น,41330,042295585,,,Thai National Curriculum,อ.2,ม.3,629,,พื้นราบ,17.278083,102.866989
OBEC (Public),Public,บ้านหนองโสกดาว,,1041680097,โนนสูง,เมืองอุดรธานี,อุดรธานี,300 อุดรธานี - ขอนแก่น,41330,042-120220,,,Thai National Curriculum,อ.1,ป.6,146,,พื้นราบ,17.298872,102.827174
OBEC (Public),Public,บ้านข้าวสาร,,1041680098,โนนสูง,เมืองอุดรธานี,อุดรธานี,- อุดร-ขอนแก่น,41330,042120122,,,Thai National Curriculum,อ.2,ป.6,54,,พื้นราบ,17.319545,102.844831
OBEC (Public),Public,บ้านชัยพรมิตรภาพที่ 67,,1041680099,โนนสูง,เมืองอุดรธานี,อุดรธานี,หมู่ 14 อุดร-ขอนแก่น,41330,042207593,,,Thai National Curriculum,อ.2,ม.3,235,,พื้นราบ,17.303683,102.85726
OBEC (Public),Public,บ้านเม่น,,1041680078,บ้านขาว,เมืองอุดรธานี,อุดรธานี,บ้านเม่น มิตรภาพ,41000,,,,Thai National Curriculum,อ.2,ป.6,110,,พื้นราบ,17.565879,102.79971
OBEC (Public),Public,บ้านขาว,,1041680079,บ้านขาว,เมืองอุดรธานี,อุดรธานี,- -,41000,042218166,,,Thai National Curriculum,อ.2,ป.6,65,,พื้นราบ,17.554901,102.791148
OBEC (Public),Public,บ้านดู่,,1041680080,บ้านขาว,เมืองอุดรธานี,อุดรธานี,หมู่5 บ้านดู่ ตำบลบ้านขาว อำเภอเมือง จังหวัดอุดรธานี 41000 อุดรธานี-บ้านผือ,41000,,,,Thai National Curriculum,อ.2,ป.6,82,,พื้นราบ,17.358689,102.806258
OBEC (Public),Public,บ้านหัวบึง,,1041680081,บ้านขาว,เมืองอุดรธานี,อุดรธานี,บ้านหัวบึง -,41000,0813805616,,,Thai National Curriculum,อ.2,ม.3,205,,พื้นราบ,17.552842,102.756027
OBEC (Public),Public,บ้านพรานเหมือน,,1041680082,บ้านขาว,เมืองอุดรธานี,อุดรธานี,หมู่ 2 อุดร-บ้านผือ,41000,042 206368,,,Thai National Curriculum,อ.2,ม.3,270,,พื้นราบ,17.53291,102.768152
OBEC (Public),Public,บ้านดงเค็ง (นําวัฒนาอุปถัมภ์),,1041680023,บ้านจั่น,เมืองอุดรธานี,อุดรธานี,677 อุดร-ขอนแก่น,41000,042292246,,,Thai National Curriculum,อ.3,ป.6,70,,พื้นราบ,17.351138,102.828971
OBEC (Public),Public,บ้านหนองบ่อ,,1041680432,จอมศรี,เพ็ญ,อุดรธานี,- -,41150,042220220,,,Thai National Curriculum,อ.2,ป.6,147,,พื้นราบ,17.866793,102.929703
OBEC (Public),Public,บ้านคำกลิ้ง,,1041680024,บ้านจั่น,เมืองอุดรธานี,อุดรธานี,426 คำกลิ้ง-บ้านตาด,41000,042292617,,,Thai National Curriculum,อ.2,ม.3,282,,พื้นราบ,17.343706,102.819177
OBEC (Public),Public,บ้านหนองตูม,,1041680007,บ้านจั่น,เมืองอุดรธานี,อุดรธานี,บ้านหนองตูม -,41000,042123104,,,Thai National Curriculum,อ.2,ป.6,136,,พื้นราบ,17.354859,102.781112
OBEC (Public),Public,บ้านจั่นศรีวิไล,,1041680004,บ้านจั่น,เมืองอุดรธานี,อุดรธานี,0 ราชบำรุงพัฒนา,41000,042341618,,,Thai National Curriculum,อ.2,ป.6,119,,พื้นราบ,17.354577,102.807867
OBEC (Public),Public,บ้านเลี่ยมพิลึก,,1041680006,บ้านจั่น,เมืองอุดรธานี,อุดรธานี,- -,41000,0898747499,,,Thai National Curriculum,อ.1,ป.6,75,,พื้นราบ,17.333697,102.783322
OBEC (Public),Public,ค่ายประจักษ์ศิลปาคม,,1041680003,บ้านจั่น,เมืองอุดรธานี,อุดรธานี,261 มิตรภาพ,41000,042292420,,,Thai National Curriculum,ป.1,ม.3,102,,พื้นราบ,17.359027,102.815694
OBEC (Public),Public,บ้านตาด,,1041680025,บ้านตาด,เมืองอุดรธานี,อุดรธานี,347 -,41000,042214156,,,Thai National Curriculum,อ.2,ป.6,337,,พื้นราบ,17.30976,102.787717
OBEC (Public),Public,บ้านกกสะทอนเครือหวายดิน,,1041680026,บ้านตาด,เมืองอุดรธานี,อุดรธานี,บ้านกกสะทอน อุดร - หนองแสง,41000,042120431,,,Thai National Curriculum,อ.2,ป.6,76,,พื้นราบ,17.282019,102.803274
OBEC (Public),Public,บ้านโนนเดื่อ,,1041680027,บ้านตาด,เมืองอุดรธานี,อุดรธานี,- -,41000,0872151441,,,Thai National Curriculum,อ.2,ป.6,89,,พื้นราบ,17.399243,102.76807
OBEC (Public),Public,บ้านสุขสมบูรณ์,,1041680028,บ้านตาด,เมืองอุดรธานี,อุดรธานี,บ้านสุขสมบูรณ์ บ้านสุขสมบูรณ์,41000,0819541445,,,Thai National Curriculum,อ.2,ป.6,84,,พื้นราบ,17.262135,102.770114
OBEC (Public),Public,บ้านศรีบุญเรือง,,1041680036,บ้านตาด,เมืองอุดรธานี,อุดรธานี,- -,41000,042220234,,,Thai National Curriculum,อ.2,ป.6,43,,พื้นราบ,17.332371,102.72706
OBEC (Public),Public,เจ ซี บ้านอินทร์แปลง,,1041680058,บ้านตาด,เมืองอุดรธานี,อุดรธานี,บ้านอินทร์แปลง -,41000,-,,,Thai National Curriculum,อ.2,ป.6,72,,พื้นราบ,17.264448,102.740277
OBEC (Public),Public,ผ่านศึกสงเคราะห์,,1041680059,บ้านตาด,เมืองอุดรธานี,อุดรธานี,บ้านผ่านศึก -,41000,0899445556,,,Thai National Curriculum,อ.2,ป.6,122,,พื้นราบ,17.29277,102.734745
OBEC (Public),Public,บ้านหลุบหวายป่าขาม,,1041680060,บ้านตาด,เมืองอุดรธานี,อุดรธานี,79 อุดร - หนองแสง,41000,042220236,,,Thai National Curriculum,อ.2,ป.6,80,,พื้นราบ,17.225605,102.742761
OBEC (Public),Public,บ้านเลื่อม,,1041680013,บ้านเลื่อม,เมืองอุดรธานี,อุดรธานี,504 อุดร - เชียงยืน,41000,042124158,,,Thai National Curriculum,อ.1,ม.3,291,,พื้นราบ,17.428645,102.762659
OBEC (Public),Public,ชุมชนสามพร้าว,,1041680029,สามพร้าว,เมืองอุดรธานี,อุดรธานี,446 -,41000,042349102,,,Thai National Curriculum,อ.2,ป.6,749,,พื้นราบ,17.445865,102.872324
OBEC (Public),Public,บ้านหนองบุนาหล่ำ,,1041680030,สามพร้าว,เมืองอุดรธานี,อุดรธานี,- -,41000,042204229,,,Thai National Curriculum,อ.2,ป.6,152,,พื้นราบ,17.429177,102.818009
OBEC (Public),Public,บ้านแมด,,1041680035,สามพร้าว,เมืองอุดรธานี,อุดรธานี,- อุดรฯ-สามพร้าว,41000,042349063,,,Thai National Curriculum,อ.2,ป.6,6,,พื้นราบ,17.441025,102.855348
OBEC (Public),Public,บ้านหนองบั่วประชาสรรค์,,1041680031,สามพร้าว,เมืองอุดรธานี,อุดรธานี,บ้านหนองบั่ว อุดร-เพ็ญ,41000,-,,,Thai National Curriculum,อ.2,ป.6,99,,พื้นราบ,17.472263,102.903759
OBEC (Public),Public,บ้านหนองคอนแสน,,1041680032,สามพร้าว,เมืองอุดรธานี,อุดรธานี,- สามพร้าว-หนองคอนแสน,41000,0985847832,,,Thai National Curriculum,ป.1,ป.6,10,,พื้นราบ,17.466231,102.951317
OBEC (Public),Public,บ้านดอนหาดดงเหล่าต้อง,,1041680033,สามพร้าว,เมืองอุดรธานี,อุดรธานี,บ้านดอนหาด สามพร้าว-นาบัว,41000,0,,,Thai National Curriculum,อ.2,ป.6,96,,พื้นราบ,17.466113,102.891216
OBEC (Public),Public,บ้านอี่เลี่ยน,,1041680100,หนองขอนกว้าง,เมืองอุดรธานี,อุดรธานี,- อุดร-สกลนคร,41000,0847883331,,,Thai National Curriculum,อ.2,ป.6,195,,พื้นราบ,17.344364,102.867708
OBEC (Public),Public,บ้านเซประชาอุทิศ,,1041680002,หนองขอนกว้าง,เมืองอุดรธานี,อุดรธานี,- อุดร-ขอนแก่น,41000,0956504064,,,Thai National Curriculum,อ.2,ป.6,81,,พื้นราบ,17.363129,102.825063
OBEC (Public),Public,บ้านโก่ย,,1041680106,หนองนาคำ,เมืองอุดรธานี,อุดรธานี,บ้านโก่ย อุดร-สกลนคร,41000,042290285,,,Thai National Curriculum,อ.2,ป.6,74,,พื้นราบ,17.353409,102.890215
OBEC (Public),Public,บ้านจำปาโนนสะอาด,,1041680107,หนองนาคำ,เมืองอุดรธานี,อุดรธานี,บ้านจำปา  หมู่ 7  ต.หนองนาคำ   อุดร-สกล,41000,0844286322,,,Thai National Curriculum,อ.2,ป.6,90,,พื้นราบ,17.349069,102.902203
